classname,qty nonzero cols,most confused classnames,most confused scores,skewness of normalized confusion scores,accuracy,Precision,Recall,Frequency,Balanced Accuracy,index,Unnamed: 0,Class Count
dungeness crab,21,"['cockroach', 'red king crab', 'hermit crab', 'gila monster', 'trilobite']","[0.2399999999999999, 0.1399999999999999, 0.0399999999999999, 0.0199999999999999, 0.0199999999999999]",0.7658388593844332,0.2199999999999999,0.079,0.22,0.003,0.15,118,118,1277
rock crab,25,"['hermit crab', 'agama', 'scorpion', 'red king crab', 'desert grassland whiptail lizard']","[0.1, 0.06, 0.06, 0.06, 0.04]",0.8675276172357085,0.22,0.084,0.22,0.003,0.152,119,119,1284
fiddler crab,12,"['rock crab', 'hermit crab', 'cockroach', 'scorpion', 'spiny lobster']","[0.2199999999999999, 0.1599999999999999, 0.1199999999999999, 0.0599999999999999, 0.0599999999999999]",0.3553557320452564,0.1999999999999999,0.204,0.2,0.001,0.202,120,120,1286
red king crab,21,"['american lobster', 'scorpion', 'crayfish', 'cockroach', 'burrito']","[0.12, 0.04, 0.04, 0.04, 0.04]",1.5000000000000009,0.4,0.101,0.4,0.004,0.25,121,121,1285
american lobster,22,"['cockroach', 'spiny lobster', 'centipede', 'red king crab', 'cicada']","[0.1, 0.08, 0.06, 0.06, 0.06]",0.8437500000000009,0.26,0.086,0.26,0.003,0.173,122,122,1284
spiny lobster,28,"['rock crab', 'sea snake', 'red king crab', 'damselfly', 'lionfish']","[0.06, 0.04, 0.04, 0.04, 0.04]",1.5000000000000022,0.32,0.246,0.32,0.001,0.283,123,123,1282
crayfish,31,"['cockroach', 'green iguana', 'boa constrictor', 'dungeness crab', 'rock crab']","[0.0999999999999999, 0.0599999999999999, 0.0599999999999999, 0.0599999999999999, 0.0599999999999999]",1.4999999999999991,0.0399999999999999,0.032,0.04,0.001,0.036,124,124,1292
hermit crab,22,"['rock crab', 'scorpion', 'wolf spider', 'mud turtle', 'fiddler crab']","[0.08, 0.06, 0.06, 0.04, 0.04]",0.3436215967445477,0.36,0.089,0.36,0.004,0.224,125,125,1286
isopod,36,"['tick', 'centipede', 'trilobite', 'scorpion', 'hermit crab']","[0.08, 0.06, 0.04, 0.04, 0.04]",0.8437499999999998,0.12,0.085,0.12,0.001,0.103,126,126,1288
white stork,17,"['kite bird of prey', 'bald eagle', 'bustard', 'bittern bird', 'crane bird']","[0.06, 0.06, 0.06, 0.04, 0.04]",-0.4082482904638644,0.5,0.446,0.5,0.001,0.473,127,127,1284
black stork,28,"['common redshank', 'kite bird of prey', 'bald eagle', 'white stork', 'vulture']","[0.0799999999999999, 0.0599999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999]",-1.012493172547901e-15,0.1599999999999999,0.471,0.16,0.0,0.316,128,128,1274
spoonbill,11,"['flamingo', 'white stork', 'ostrich', 'goose', 'great egret']","[0.24, 0.08, 0.04, 0.04, 0.04]",1.362792753035554,0.44,0.431,0.44,0.001,0.436,129,129,1289
flamingo,11,"['kite bird of prey', 'spoonbill', 'goose', 'rooster', 'newt']","[0.08, 0.08, 0.04, 0.02, 0.02]",0.2115471544831129,0.64,0.696,0.64,0.001,0.668,130,130,1286
little blue heron,17,"['bittern bird', 'ostrich', 'bald eagle', 'peafowl', 'great egret']","[0.16, 0.04, 0.04, 0.04, 0.04]",1.5000000000000002,0.42,0.7,0.42,0.001,0.56,131,131,1284
great egret,13,"['spoonbill', 'white stork', 'kite bird of prey', 'sulphur crested cockatoo', 'crane bird']","[0.24, 0.1, 0.06, 0.06, 0.06]",1.3323469675936737,0.2799999999999999,0.452,0.28,0.001,0.366,132,132,1285
bittern bird,21,"['american alligator', 'coucal', 'limpkin', 'beaver', 'badger']","[0.04, 0.04, 0.04, 0.04, 0.04]",0.0,0.48,0.353,0.48,0.001,0.416,133,133,1288
crane bird,25,"['ostrich', 'bustard', 'kite bird of prey', 'black stork', 'hen']","[0.0799999999999999, 0.0799999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999]",-0.3436215967445452,0.2199999999999999,0.306,0.22,0.001,0.263,134,134,1286
limpkin,12,"['bittern bird', 'bustard', 'kite bird of prey', 'bald eagle', 'vulture']","[0.1399999999999999, 0.1, 0.04, 0.04, 0.04]",0.6817327184847201,0.5,0.581,0.5,0.001,0.54,135,135,1284
common gallinule,22,"['bittern bird', 'indigo bunting', 'black grouse', 'peafowl', 'macaw']","[0.16, 0.06, 0.04, 0.04, 0.04]",1.4035141563500906,0.2999999999999999,0.652,0.3,0.0,0.476,136,136,1287
american coot,27,"['american dipper', 'red breasted merganser', 'goose', 'american robin', 'duck']","[0.1599999999999999, 0.0999999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999]",0.8095920178218727,0.1199999999999999,0.333,0.12,0.0,0.226,137,137,1285
bustard,14,"['hen', 'ostrich', 'green iguana', 'bittern bird', 'badger']","[0.04, 0.04, 0.04, 0.04, 0.04]",0.0,0.6200000000000001,0.554,0.62,0.001,0.587,138,138,1282
ruddy turnstone,6,"['dunlin', 'rooster', 'american dipper', 'nile crocodile', 'quail']","[0.0599999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",1.5000000000000002,0.84,0.575,0.84,0.001,0.708,139,139,1286
dunlin,13,"['dowitcher', 'american dipper', 'ruddy turnstone', 'african grey parrot', 'quail']","[0.1, 0.08, 0.08, 0.06, 0.04]",-0.2715454178836394,0.48,0.453,0.48,0.001,0.466,140,140,1286
common redshank,18,"['dunlin', 'dowitcher', 'quail', 'bittern bird', 'limpkin']","[0.1199999999999999, 0.1199999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",0.4082482904638634,0.36,0.439,0.36,0.001,0.399,141,141,1281
dowitcher,14,"['dunlin', 'common redshank', 'american dipper', 'goose', 'pelican']","[0.18, 0.1, 0.06, 0.04, 0.04]",0.9593861448050256,0.4,0.5,0.4,0.001,0.45,142,142,1285
oystercatcher,18,"['ruddy turnstone', 'black stork', 'rooster', 'common redshank', 'magpie']","[0.1399999999999999, 0.08, 0.06, 0.06, 0.04]",1.0179522960269571,0.34,0.548,0.34,0.001,0.444,143,143,1277
pelican,25,"['ostrich', 'crane bird', 'albatross', 'white stork', 'limpkin']","[0.06, 0.06, 0.06, 0.04, 0.04]",-0.4082482904638644,0.34,0.395,0.34,0.001,0.368,144,144,1284
king penguin,17,"['albatross', 'great white shark', 'green iguana', 'african grey parrot', 'macaw']","[0.08, 0.02, 0.02, 0.02, 0.02]",1.5000000000000002,0.6,0.909,0.6,0.001,0.754,145,145,1287
albatross,19,"['sea lion', 'great white shark', 'american dipper', 'sulphur crested cockatoo', 'goose']","[0.06, 0.04, 0.04, 0.04, 0.04]",1.5000000000000022,0.5000000000000001,0.543,0.5,0.001,0.522,146,146,1282
grey whale,18,"['great white shark', 'green iguana', 'killer whale', 'american dipper', 'agama']","[0.1, 0.04, 0.04, 0.02, 0.02]",1.1642636431747195,0.52,0.473,0.52,0.001,0.496,147,147,1142
killer whale,9,"['grey whale', 'stingray', 'hammerhead shark', 'jellyfish', 'american coot']","[0.1199999999999999, 0.0599999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",1.0269996056981556,0.6799999999999999,0.472,0.68,0.001,0.576,148,148,1283
dugong,12,"['tiger shark', 'great white shark', 'electric ray', 'stingray', 'jellyfish']","[0.1399999999999999, 0.08, 0.08, 0.08, 0.08]",1.5000000000000009,0.4000000000000001,0.606,0.4,0.001,0.503,149,149,1282
sea lion,23,"['hippopotamus', 'great white shark', 'hammerhead shark', 'grey whale', 'pig']","[0.08, 0.04, 0.04, 0.04, 0.04]",1.5000000000000009,0.4,0.27,0.4,0.001,0.335,150,150,1283
chihuahua,29,"['miniature pinscher', 'mexican hairless dog xoloitzcuintli', 'italian greyhound', 'border terrier', 'clumber spaniel']","[0.12, 0.08, 0.04, 0.04, 0.04]",0.8437499999999996,0.18,0.114,0.18,0.002,0.147,151,151,1279
japanese chin,19,"['papillon', 'bernese mountain dog', 'english setter', 'shih tzu', 'yorkshire terrier']","[0.1399999999999999, 0.0999999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999]",0.6122692078855385,0.2599999999999999,0.867,0.26,0.0,0.564,152,152,761
maltese,20,"['toy poodle', 'shih tzu', 'miniature schnauzer', 'soft coated wheaten terrier', 'kuvasz']","[0.12, 0.08, 0.08, 0.06, 0.06]",0.9128709291752758,0.26,0.361,0.26,0.001,0.31,153,153,1282
pekingese,25,"['bernese mountain dog', 'chow chow', 'keeshond', 'brussels griffon', 'norfolk terrier']","[0.0599999999999999, 0.0599999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999]",-1.4999999999999991,0.1999999999999999,0.256,0.2,0.001,0.228,154,154,1280
shih tzu,26,"['irish wolfhound', 'pekingese', 'norfolk terrier', 'miniature schnauzer', 'soft coated wheaten terrier']","[0.0999999999999999, 0.0799999999999999, 0.0599999999999999, 0.0599999999999999, 0.0599999999999999]",0.84375,0.0599999999999999,0.115,0.06,0.001,0.088,155,155,1282
king charles spaniel,19,"['welsh springer spaniel', 'st  bernard', 'brittany dog', 'english setter', 'clumber spaniel']","[0.1199999999999999, 0.0999999999999999, 0.0799999999999999, 0.0599999999999999, 0.0599999999999999]",0.36317347441943,0.2399999999999999,0.353,0.24,0.001,0.296,156,156,1286
papillon,20,"['king charles spaniel', 'brittany dog', 'english springer spaniel', 'border collie', 'siberian husky']","[0.04, 0.04, 0.04, 0.04, 0.04]",0.0,0.4600000000000001,0.469,0.46,0.001,0.464,157,157,1285
toy terrier,24,"['chihuahua', 'french bulldog', 'basenji', 'italian greyhound', 'malinois']","[0.1399999999999999, 0.1, 0.1, 0.08, 0.08]",0.912870929175274,0.0,0.0,0.0,0.0,0.0,158,158,851
rhodesian ridgeback,18,"['treeing walker coonhound', 'great dane', 'chesapeake bay retriever', 'malinois', 'bloodhound']","[0.26, 0.18, 0.08, 0.06, 0.04]",0.605217523952675,0.1,0.143,0.1,0.001,0.122,159,159,1286
afghan hound,25,"['leonberger', 'irish wolfhound', 'tibetan mastiff', 'scottish deerhound', 'yorkshire terrier']","[0.1399999999999999, 0.12, 0.12, 0.04, 0.04]",-0.316962732405658,0.08,0.267,0.08,0.0,0.174,160,160,1287
basset hound,15,"['treeing walker coonhound', 'greater swiss mountain dog', 'bloodhound', 'bluetick coonhound', 'bernese mountain dog']","[0.5599999999999999, 0.06, 0.04, 0.04, 0.04]",1.4947764915537458,0.04,0.091,0.04,0.0,0.066,161,161,1288
beagle,18,"['treeing walker coonhound', 'bluetick coonhound', 'malinois', 'st  bernard', 'appenzeller sennenhund']","[0.44, 0.1, 0.06, 0.06, 0.04]",1.4396421739278855,0.02,0.083,0.02,0.0,0.052,162,162,1284
bloodhound,26,"['treeing walker coonhound', 'great dane', 'bullmastiff', 'chesapeake bay retriever', 'bluetick coonhound']","[0.16, 0.1399999999999999, 0.1, 0.06, 0.04]",-1.142918521548696e-16,0.04,0.053,0.04,0.001,0.046,163,163,1288
bluetick coonhound,14,"['treeing walker coonhound', 'great dane', 'american staffordshire terrier', 'border terrier', 'african wild dog']","[0.26, 0.12, 0.06, 0.06, 0.06]",1.2089025085804537,0.2,0.118,0.2,0.002,0.159,164,164,1124
black and tan coonhound,17,"['great dane', 'malinois', 'treeing walker coonhound', 'dobermann', 'rottweiler']","[0.16, 0.12, 0.1, 0.1, 0.08]",0.75003082044013,0.1,0.455,0.1,0.0,0.278,165,165,719
treeing walker coonhound,7,"['great dane', 'st  bernard', 'bluetick coonhound', 'appenzeller sennenhund', 'entlebucher sennenhund']","[0.06, 0.06, 0.04, 0.04, 0.02]",-0.3436215967445465,0.74,0.048,0.74,0.015,0.394,166,166,953
english foxhound,23,"['treeing walker coonhound', 'german shorthaired pointer', 'beagle', 'appenzeller sennenhund', 'great dane']","[0.4000000000000001, 0.06, 0.04, 0.04, 0.04]",1.489094781530214,0.06,0.231,0.06,0.0,0.146,167,167,742
redbone coonhound,20,"['treeing walker coonhound', 'bloodhound', 'bullmastiff', 'rhodesian ridgeback', 'vizsla']","[0.2999999999999999, 0.08, 0.08, 0.06, 0.06]",1.465002940915785,0.02,0.043,0.02,0.0,0.032,168,168,1278
borzoi,22,"['irish wolfhound', 'scottish deerhound', 'english setter', 'siberian husky', 'whippet']","[0.1399999999999999, 0.06, 0.06, 0.06, 0.04]",1.304047329369508,0.2,0.238,0.2,0.001,0.219,169,169,1289
irish wolfhound,20,"['scottish deerhound', 'afghan hound', 'komondor', 'tibetan mastiff', 'otterhound']","[0.2, 0.06, 0.04, 0.04, 0.02]",1.3608927294433224,0.34,0.09,0.34,0.004,0.215,170,170,1279
italian greyhound,25,"['treeing walker coonhound', 'dobermann', 'great dane', 'mexican hairless dog xoloitzcuintli', 'boa constrictor']","[0.12, 0.06, 0.06, 0.06, 0.04]",1.1731251294063558,0.22,0.18,0.22,0.001,0.2,171,171,1273
whippet,17,"['treeing walker coonhound', 'african wild dog', 'bluetick coonhound', 'malinois', 'great dane']","[0.3799999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",1.487773790185967,0.1999999999999999,0.278,0.2,0.001,0.239,172,172,1290
ibizan hound,20,"['treeing walker coonhound', 'basenji', 'borzoi', 'italian greyhound', 'whippet']","[0.3399999999999999, 0.0799999999999999, 0.0599999999999999, 0.0599999999999999, 0.0599999999999999]",1.48197615565236,0.0599999999999999,0.429,0.06,0.0,0.244,173,173,1278
norwegian elkhound,17,"['treeing walker coonhound', 'badger', 'malinois', 'siberian husky', 'grey wolf']","[0.06, 0.06, 0.04, 0.04, 0.04]",0.4082482904638629,0.52,0.295,0.52,0.002,0.408,174,174,1282
otterhound,16,"['soft coated wheaten terrier', 'irish wolfhound', 'airedale terrier', 'irish terrier', 'norfolk terrier']","[0.22, 0.16, 0.1, 0.08, 0.08]",0.7001217104245253,0.04,0.08,0.04,0.001,0.06,175,175,725
saluki,25,"['treeing walker coonhound', 'borzoi', 'whippet', 'african wild dog', 'great dane']","[0.2999999999999999, 0.0599999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999]",1.4761368136253017,0.0599999999999999,0.375,0.06,0.0,0.218,176,176,1271
scottish deerhound,18,"['irish wolfhound', 'scottish terrier', 'bouvier des flandres dog', 'tibetan mastiff', 'mexican hairless dog xoloitzcuintli']","[0.26, 0.04, 0.04, 0.04, 0.04]",1.5000000000000002,0.32,0.162,0.32,0.002,0.241,177,177,1280
weimaraner,20,"['treeing walker coonhound', 'great dane', 'chesapeake bay retriever', 'bullmastiff', 'vizsla']","[0.16, 0.1, 0.06, 0.06, 0.04]",0.8478566294318499,0.26,0.406,0.26,0.001,0.333,178,178,1275
staffordshire bull terrier,24,"['malinois', 'american staffordshire terrier', 'great dane', 'french bulldog', 'treeing walker coonhound']","[0.16, 0.1, 0.1, 0.08, 0.06]",0.768361248857824,0.08,0.235,0.08,0.0,0.158,179,179,1279
american staffordshire terrier,21,"['great dane', 'treeing walker coonhound', 'french bulldog', 'malinois', 'bullmastiff']","[0.18, 0.1199999999999999, 0.0799999999999999, 0.0599999999999999, 0.0599999999999999]",0.809592017821874,0.0999999999999999,0.111,0.1,0.001,0.106,180,180,1289
bedlington terrier,19,"['badger', 'irish wolfhound', 'treeing walker coonhound', 'scottish deerhound', 'wire fox terrier']","[0.0999999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",1.1500493356615298,0.3799999999999999,0.25,0.38,0.002,0.315,181,181,1250
border terrier,20,"['malinois', 'norfolk terrier', 'airedale terrier', 'norwich terrier', 'german shepherd dog']","[0.16, 0.08, 0.08, 0.04, 0.04]",0.9128709291752768,0.26,0.105,0.26,0.002,0.182,182,182,1293
kerry blue terrier,21,"['standard poodle', 'curly coated retriever', 'giant schnauzer', 'irish water spaniel', 'toy poodle']","[0.1, 0.08, 0.06, 0.04, 0.04]",0.3631734744194304,0.36,0.529,0.36,0.001,0.444,183,183,1253
irish terrier,24,"['norwich terrier', 'airedale terrier', 'border terrier', 'leonberger', 'norfolk terrier']","[0.12, 0.12, 0.08, 0.06, 0.04]",-0.0351562499999995,0.18,0.075,0.18,0.002,0.128,184,184,1282
norfolk terrier,17,"['border terrier', 'norwich terrier', 'irish wolfhound', 'irish terrier', 'golden retriever']","[0.1, 0.1, 0.06, 0.06, 0.04]",0.1111111111111109,0.4,0.134,0.4,0.003,0.267,185,185,1293
norwich terrier,15,"['norfolk terrier', 'irish terrier', 'cairn terrier', 'airedale terrier', 'chihuahua']","[0.1399999999999999, 0.12, 0.08, 0.06, 0.04]",0.1579875514375947,0.2999999999999999,0.163,0.3,0.002,0.231,186,186,1281
yorkshire terrier,20,"['norfolk terrier', 'norwich terrier', 'border terrier', 'soft coated wheaten terrier', 'irish wolfhound']","[0.2199999999999999, 0.1199999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999]",0.980490998003075,0.1399999999999999,0.093,0.14,0.002,0.116,187,187,1288
wire fox terrier,23,"['bedlington terrier', 'standard poodle', 'airedale terrier', 'badger', 'scottish deerhound']","[0.2599999999999999, 0.0999999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999]",1.2945335326098273,0.0799999999999999,0.133,0.08,0.001,0.107,188,188,966
lakeland terrier,26,"['airedale terrier', 'soft coated wheaten terrier', 'norfolk terrier', 'norwich terrier', 'miniature schnauzer']","[0.12, 0.1, 0.06, 0.06, 0.06]",0.5929270612815702,0.04,0.043,0.04,0.001,0.041,189,189,1283
sealyham terrier,24,"['bedlington terrier', 'clumber spaniel', 'borzoi', 'west highland white terrier', 'kuvasz']","[0.12, 0.08, 0.06, 0.06, 0.06]",1.1500493356615291,0.12,0.429,0.12,0.0,0.274,190,190,920
airedale terrier,21,"['lakeland terrier', 'malinois', 'irish wolfhound', 'border terrier', 'norfolk terrier']","[0.0599999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",0.4082482904638625,0.3799999999999999,0.171,0.38,0.002,0.276,191,191,1276
cairn terrier,27,"['norwich terrier', 'irish terrier', 'norfolk terrier', 'irish wolfhound', 'australian silky terrier']","[0.0999999999999999, 0.0799999999999999, 0.0799999999999999, 0.0599999999999999, 0.0599999999999999]",0.343621596744546,0.0599999999999999,0.094,0.06,0.001,0.077,192,192,1286
australian terrier,21,"['irish terrier', 'norwich terrier', 'norfolk terrier', 'irish wolfhound', 'border terrier']","[0.1599999999999999, 0.1599999999999999, 0.0999999999999999, 0.0799999999999999, 0.0599999999999999]",0.1319482680938171,0.0599999999999999,0.13,0.06,0.0,0.095,193,193,1280
dandie dinmont terrier,25,"['scottish deerhound', 'irish wolfhound', 'lakeland terrier', 'toy poodle', 'otterhound']","[0.0999999999999999, 0.0799999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999]",0.2715454178836407,0.18,0.643,0.18,0.0,0.412,194,194,1149
boston terrier,13,"['french bulldog', 'treeing walker coonhound', 'miniature pinscher', 'pug', 'chihuahua']","[0.4599999999999999, 0.06, 0.06, 0.04, 0.02]",1.4699917409491992,0.2,0.149,0.2,0.001,0.174,195,195,1280
miniature schnauzer,26,"['standard schnauzer', 'irish wolfhound', 'airedale terrier', 'soft coated wheaten terrier', 'bouvier des flandres dog']","[0.1, 0.08, 0.06, 0.06, 0.06]",0.8437500000000009,0.1,0.085,0.1,0.001,0.092,196,196,1283
giant schnauzer,23,"['bouvier des flandres dog', 'newfoundland dog', 'flat coated retriever', 'tibetan mastiff', 'irish wolfhound']","[0.1399999999999999, 0.0799999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999]",1.0179522960269582,0.1999999999999999,0.189,0.2,0.001,0.194,197,197,1284
standard schnauzer,18,"['irish wolfhound', 'miniature schnauzer', 'scottish deerhound', 'giant schnauzer', 'malinois']","[0.1399999999999999, 0.1399999999999999, 0.06, 0.04, 0.04]",0.3365218792190069,0.2799999999999999,0.286,0.28,0.001,0.283,198,198,1285
scottish terrier,26,"['irish wolfhound', 'giant schnauzer', 'bouvier des flandres dog', 'lakeland terrier', 'schipperke']","[0.08, 0.08, 0.08, 0.06, 0.06]",-0.4082482904638637,0.1,0.143,0.1,0.001,0.122,199,199,1282
tibetan terrier,25,"['bouvier des flandres dog', 'irish wolfhound', 'norfolk terrier', 'giant schnauzer', 'soft coated wheaten terrier']","[0.12, 0.08, 0.08, 0.08, 0.08]",1.5000000000000022,0.08,0.19,0.08,0.0,0.135,200,200,1277
australian silky terrier,19,"['irish wolfhound', 'soft coated wheaten terrier', 'irish terrier', 'norfolk terrier', 'yorkshire terrier']","[0.12, 0.12, 0.1, 0.08, 0.06]",-0.3631734744194311,0.1,0.128,0.1,0.001,0.114,201,201,1282
soft coated wheaten terrier,23,"['irish terrier', 'norfolk terrier', 'border terrier', 'airedale terrier', 'leonberger']","[0.1, 0.08, 0.06, 0.06, 0.06]",0.8437500000000009,0.22,0.065,0.22,0.003,0.143,202,202,1284
west highland white terrier,21,"['soft coated wheaten terrier', 'norfolk terrier', 'miniature schnauzer', 'irish wolfhound', 'norwich terrier']","[0.12, 0.1, 0.08, 0.06, 0.06]",0.3631734744194293,0.18,0.164,0.18,0.001,0.172,203,203,1280
lhasa apso,23,"['soft coated wheaten terrier', 'shih tzu', 'norfolk terrier', 'yorkshire terrier', 'airedale terrier']","[0.1399999999999999, 0.08, 0.08, 0.06, 0.06]",1.1642636431747186,0.1399999999999999,0.35,0.14,0.0,0.245,204,204,1275
flat coated retriever,21,"['newfoundland dog', 'gordon setter', 'giant schnauzer', 'treeing walker coonhound', 'tibetan mastiff']","[0.12, 0.08, 0.06, 0.04, 0.04]",0.7301958930821596,0.2999999999999999,0.366,0.3,0.001,0.333,205,205,1283
