classname,qty nonzero cols,most confused classnames,most confused scores,skewness of normalized confusion scores,accuracy,Precision,Recall,Frequency,Balanced Accuracy,index,Unnamed: 0,Class Count
german shorthaired pointer,13,"['treeing walker coonhound', 'bluetick coonhound', 'bloodhound', 'irish wolfhound', 'great dane']","[0.36, 0.0799999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",1.4451375710458836,0.2399999999999999,0.25,0.24,0.001,0.245,210,210,1290
vizsla,15,"['rhodesian ridgeback', 'treeing walker coonhound', 'chesapeake bay retriever', 'great dane', 'bloodhound']","[0.1, 0.1, 0.1, 0.08, 0.06]",-0.8437499999999994,0.24,0.25,0.24,0.001,0.245,211,211,1287
english setter,18,"['clumber spaniel', 'borzoi', 'irish wolfhound', 'german shorthaired pointer', 'great dane']","[0.1399999999999999, 0.08, 0.08, 0.06, 0.06]",1.1642636431747186,0.26,0.203,0.26,0.001,0.232,212,212,1278
irish setter,21,"['border terrier', 'irish terrier', 'brittany dog', 'cocker spaniel', 'sussex spaniel']","[0.1199999999999999, 0.1199999999999999, 0.0599999999999999, 0.0599999999999999, 0.0599999999999999]",0.4082482904638626,0.1999999999999999,0.455,0.2,0.0,0.328,213,213,1279
gordon setter,23,"['rottweiler', 'flat coated retriever', 'groenendael dog', 'tibetan mastiff', 'leonberger']","[0.0799999999999999, 0.0599999999999999, 0.0599999999999999, 0.0599999999999999, 0.0599999999999999]",1.500000000000002,0.2799999999999999,0.275,0.28,0.001,0.278,214,214,1285
brittany dog,25,"['english setter', 'treeing walker coonhound', 'st  bernard', 'border terrier', 'bluetick coonhound']","[0.12, 0.08, 0.08, 0.06, 0.04]",0.3700366501636191,0.16,0.104,0.16,0.002,0.132,215,215,1282
clumber spaniel,10,"['st  bernard', 'english setter', 'kuvasz', 'basset hound', 'treeing walker coonhound']","[0.1, 0.04, 0.04, 0.02, 0.02]",1.1642636431747195,0.68,0.395,0.68,0.002,0.538,216,216,1288
english springer spaniel,25,"['newfoundland dog', 'bernese mountain dog', 'brittany dog', 'st  bernard', 'treeing walker coonhound']","[0.12, 0.08, 0.06, 0.06, 0.04]",0.7500308204401281,0.12,0.231,0.12,0.001,0.176,217,217,1269
welsh springer spaniel,13,"['brittany dog', 'st  bernard', 'clumber spaniel', 'treeing walker coonhound', 'english springer spaniel']","[0.32, 0.1399999999999999, 0.08, 0.06, 0.04]",1.1368482157241686,0.2,0.333,0.2,0.001,0.266,218,218,1281
cocker spaniel,24,"['golden retriever', 'clumber spaniel', 'chesapeake bay retriever', 'pekingese', 'irish terrier']","[0.16, 0.1399999999999999, 0.08, 0.04, 0.04]",0.2278746804149312,0.12,0.102,0.12,0.001,0.111,219,219,1283
sussex spaniel,24,"['leonberger', 'border terrier', 'irish terrier', 'cocker spaniel', 'irish wolfhound']","[0.1, 0.08, 0.08, 0.08, 0.04]",-0.8675276172357084,0.18,0.474,0.18,0.0,0.327,220,220,1286
irish water spaniel,15,"['curly coated retriever', 'standard poodle', 'airedale terrier', 'irish terrier', 'miniature poodle']","[0.12, 0.12, 0.08, 0.04, 0.04]",-4.848699518061081e-16,0.38,0.5,0.38,0.001,0.44,221,221,951
kuvasz,20,"['great pyrenees dog', 'siberian husky', 'alaskan tundra wolf', 'borzoi', 'irish wolfhound']","[0.1399999999999999, 0.1, 0.08, 0.06, 0.04]",0.3958703373438145,0.22,0.22,0.22,0.001,0.22,222,222,1286
schipperke,21,"['groenendael dog', 'german shepherd dog', 'dobermann', 'malinois', 'australian kelpie']","[0.1199999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999]",1.1642636431747202,0.3399999999999999,0.212,0.34,0.002,0.276,223,223,1286
groenendael dog,16,"['tibetan mastiff', 'border terrier', 'flat coated retriever', 'schipperke', 'scottish deerhound']","[0.08, 0.04, 0.04, 0.04, 0.02]",0.8675276172357083,0.5599999999999999,0.326,0.56,0.002,0.443,224,224,1288
malinois,16,"['german shepherd dog', 'african wild dog', 'treeing walker coonhound', 'bluetick coonhound', 'norwegian elkhound']","[0.08, 0.08, 0.06, 0.02, 0.02]",-0.2115471544831133,0.52,0.126,0.52,0.004,0.323,225,225,1287
briard,30,"['irish wolfhound', 'otterhound', 'irish terrier', 'norfolk terrier', 'border terrier']","[0.08, 0.08, 0.06, 0.06, 0.04]",-0.3436215967445463,0.04,0.111,0.04,0.0,0.076,226,226,1284
australian kelpie,28,"['malinois', 'german shepherd dog', 'treeing walker coonhound', 'dobermann', 'miniature pinscher']","[0.1199999999999999, 0.0999999999999999, 0.0799999999999999, 0.0599999999999999, 0.0399999999999999]",-1.103971260012025e-15,0.1199999999999999,0.115,0.12,0.001,0.118,227,227,1281
komondor,22,"['soft coated wheaten terrier', 'irish wolfhound', 'otterhound', 'standard poodle', 'vulture']","[0.06, 0.04, 0.04, 0.04, 0.02]",3.4285483091569353e-16,0.4599999999999999,0.511,0.46,0.001,0.486,228,228,1290
old english sheepdog,28,"['irish wolfhound', 'tibetan mastiff', 'maltese', 'airedale terrier', 'tibetan terrier']","[0.08, 0.06, 0.04, 0.04, 0.04]",0.8437499999999998,0.26,0.333,0.26,0.001,0.296,229,229,1280
shetland sheepdog,26,"['collie', 'keeshond', 'papillon', 'badger', 'english setter']","[0.1199999999999999, 0.1199999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999]",0.2561204162859417,0.1199999999999999,0.207,0.12,0.001,0.163,230,230,1280
collie,21,"['shetland sheepdog', 'keeshond', 'norwegian elkhound', 'groenendael dog', 'border collie']","[0.18, 0.06, 0.04, 0.04, 0.04]",1.4286267334338287,0.26,0.371,0.26,0.001,0.316,231,231,1281
border collie,24,"['schipperke', 'groenendael dog', 'collie', 'tibetan mastiff', 'treeing walker coonhound']","[0.0999999999999999, 0.0799999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999]",0.2715454178836407,0.2199999999999999,0.324,0.22,0.001,0.272,232,232,1285
bouvier des flandres dog,27,"['tibetan mastiff', 'giant schnauzer', 'irish wolfhound', 'lakeland terrier', 'keeshond']","[0.1399999999999999, 0.0799999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999]",0.9704949588309456,0.1999999999999999,0.175,0.2,0.001,0.188,233,233,1280
rottweiler,16,"['malinois', 'treeing walker coonhound', 'labrador retriever', 'dobermann', 'german shepherd dog']","[0.1399999999999999, 0.12, 0.1, 0.08, 0.06]",-2.635348059924555e-15,0.18,0.184,0.18,0.001,0.182,234,234,1278
german shepherd dog,11,"['malinois', 'norwegian elkhound', 'schipperke', 'dingo', 'border terrier']","[0.34, 0.08, 0.04, 0.04, 0.02]",1.4044656672822835,0.36,0.141,0.36,0.003,0.25,235,235,1283
dobermann,21,"['malinois', 'great dane', 'treeing walker coonhound', 'german shepherd dog', 'vizsla']","[0.18, 0.08, 0.06, 0.06, 0.04]",1.2621071358631286,0.22,0.122,0.22,0.002,0.171,236,236,1280
miniature pinscher,20,"['dobermann', 'chihuahua', 'treeing walker coonhound', 'malinois', 'redbone coonhound']","[0.18, 0.0799999999999999, 0.0799999999999999, 0.0799999999999999, 0.0199999999999999]",0.6760925663682885,0.2599999999999999,0.113,0.26,0.002,0.186,237,237,1277
greater swiss mountain dog,20,"['appenzeller sennenhund', 'treeing walker coonhound', 'bluetick coonhound', 'malinois', 'rottweiler']","[0.2, 0.16, 0.08, 0.06, 0.04]",0.4071161707790172,0.08,0.066,0.08,0.001,0.073,238,238,1284
bernese mountain dog,21,"['appenzeller sennenhund', 'tibetan mastiff', 'greater swiss mountain dog', 'english springer spaniel', 'husky']","[0.18, 0.08, 0.06, 0.04, 0.04]",1.2181208646399406,0.26,0.137,0.26,0.002,0.198,239,239,1282
appenzeller sennenhund,16,"['greater swiss mountain dog', 'bernese mountain dog', 'entlebucher sennenhund', 'bluetick coonhound', 'treeing walker coonhound']","[0.12, 0.12, 0.1, 0.08, 0.04]",-0.7301958930821602,0.2799999999999999,0.165,0.28,0.002,0.223,240,240,1277
entlebucher sennenhund,19,"['appenzeller sennenhund', 'greater swiss mountain dog', 'treeing walker coonhound', 'bluetick coonhound', 'labrador retriever']","[0.16, 0.1399999999999999, 0.08, 0.04, 0.04]",0.2278746804149312,0.22,0.314,0.22,0.001,0.267,241,241,1282
boxer,15,"['treeing walker coonhound', 'bullmastiff', 'american staffordshire terrier', 'great dane', 'st  bernard']","[0.2799999999999999, 0.16, 0.08, 0.08, 0.06]",0.9610162054788168,0.1,0.128,0.1,0.001,0.114,242,242,1283
bullmastiff,16,"['great dane', 'boxer', 'bloodhound', 'american staffordshire terrier', 'chesapeake bay retriever']","[0.1599999999999999, 0.0799999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",1.1500493356615302,0.3799999999999999,0.257,0.38,0.001,0.318,243,243,1280
tibetan mastiff,11,"['german shepherd dog', 'bernese mountain dog', 'newfoundland dog', 'leonberger', 'gordon setter']","[0.08, 0.06, 0.06, 0.04, 0.02]",-0.2715454178836395,0.62,0.214,0.62,0.003,0.417,244,244,1279
french bulldog,21,"['boston terrier', 'great dane', 'chihuahua', 'italian greyhound', 'malinois']","[0.1199999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",1.2909944487358056,0.3199999999999999,0.174,0.32,0.002,0.247,245,245,1278
great dane,15,"['treeing walker coonhound', 'bluetick coonhound', 'bullmastiff', 'triceratops', 'american staffordshire terrier']","[0.2799999999999999, 0.1, 0.08, 0.04, 0.04]",1.255245523136724,0.22,0.065,0.22,0.003,0.143,246,246,1279
st  bernard,20,"['appenzeller sennenhund', 'border terrier', 'airedale terrier', 'bernese mountain dog', 'english setter']","[0.0999999999999999, 0.0599999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999]",0.8675276172357081,0.36,0.165,0.36,0.002,0.262,247,247,1282
husky,12,"['norwegian elkhound', 'siberian husky', 'alaskan malamute', 'badger', 'german shepherd dog']","[0.12, 0.12, 0.1, 0.08, 0.06]",-0.3631734744194311,0.34,0.156,0.34,0.002,0.248,248,248,1279
alaskan malamute,13,"['norwegian elkhound', 'siberian husky', 'husky', 'badger', 'grey wolf']","[0.22, 0.2, 0.12, 0.1, 0.06]",0.129009223055697,0.1399999999999999,0.14,0.14,0.001,0.14,249,249,1275
siberian husky,14,"['husky', 'badger', 'alaskan malamute', 'grey wolf', 'norwegian elkhound']","[0.26, 0.12, 0.08, 0.08, 0.04]",1.1041549626351184,0.2,0.112,0.2,0.002,0.156,250,250,1273
dalmatian,8,"['treeing walker coonhound', 'great dane', 'english setter', 'boston terrier', 'greater swiss mountain dog']","[0.32, 0.2, 0.04, 0.02, 0.02]",0.6830290633225916,0.34,0.25,0.34,0.001,0.295,251,251,1280
affenpinscher,17,"['bouvier des flandres dog', 'cairn terrier', 'tibetan mastiff', 'brussels griffon', 'toy poodle']","[0.24, 0.06, 0.06, 0.06, 0.06]",1.5000000000000002,0.16,0.471,0.16,0.0,0.316,252,252,948
basenji,20,"['treeing walker coonhound', 'miniature pinscher', 'french bulldog', 'dingo', 'malinois']","[0.24, 0.1, 0.08, 0.08, 0.06]",1.3608927294433228,0.08,0.1,0.08,0.001,0.09,253,253,1288
pug,20,"['great dane', 'treeing walker coonhound', 'bullmastiff', 'french bulldog', 'italian greyhound']","[0.08, 0.06, 0.06, 0.06, 0.04]",-8.678512907553492e-16,0.3600000000000001,0.237,0.36,0.002,0.298,254,254,1280
leonberger,7,"['malinois', 'german shepherd dog', 'border terrier', 'irish terrier', 'rottweiler']","[0.04, 0.04, 0.02, 0.02, 0.02]",0.4082482904638644,0.8199999999999998,0.398,0.82,0.002,0.609,255,255,1278
newfoundland dog,19,"['tibetan mastiff', 'groenendael dog', 'bernese mountain dog', 'soft coated wheaten terrier', 'leonberger']","[0.22, 0.06, 0.06, 0.04, 0.04]",1.436605500262049,0.3,0.188,0.3,0.002,0.244,256,256,1280
great pyrenees dog,22,"['kuvasz', 'golden retriever', 'irish wolfhound', 'tibetan mastiff', 'siberian husky']","[0.1, 0.08, 0.06, 0.06, 0.06]",0.8437500000000009,0.16,0.2,0.16,0.001,0.18,257,257,1285
samoyed,13,"['alaskan tundra wolf', 'alaskan malamute', 'irish terrier', 'kuvasz', 'collie']","[0.2, 0.06, 0.02, 0.02, 0.02]",1.3323469675936743,0.52,0.441,0.52,0.001,0.481,258,258,1281
pomeranian,20,"['badger', 'pekingese', 'norwegian elkhound', 'norwich terrier', 'samoyed']","[0.1, 0.04, 0.04, 0.04, 0.04]",1.4999999999999996,0.38,0.655,0.38,0.001,0.518,259,259,1284
chow chow,16,"['tibetan mastiff', 'siberian husky', 'grey wolf', 'german shepherd dog', 'norwegian elkhound']","[0.08, 0.08, 0.08, 0.06, 0.02]",-1.1500493356615304,0.4600000000000001,0.489,0.46,0.001,0.475,260,260,1289
keeshond,15,"['norwegian elkhound', 'schipperke', 'grey wolf', 'alaskan malamute', 'leonberger']","[0.1399999999999999, 0.0799999999999999, 0.0799999999999999, 0.0599999999999999, 0.0599999999999999]",1.1642636431747209,0.3399999999999999,0.425,0.34,0.001,0.382,261,261,1287
brussels griffon,21,"['border terrier', 'malinois', 'beagle', 'irish terrier', 'airedale terrier']","[0.1599999999999999, 0.0999999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999]",0.8478566294318485,0.2399999999999999,0.308,0.24,0.001,0.274,262,262,1051
pembroke welsh corgi,22,"['cardigan welsh corgi', 'malinois', 'australian kelpie', 'siberian husky', 'basenji']","[0.1, 0.08, 0.08, 0.06, 0.06]",0.3436215967445442,0.1399999999999999,0.269,0.14,0.001,0.205,263,263,1283
cardigan welsh corgi,20,"['australian kelpie', 'treeing walker coonhound', 'malinois', 'german shepherd dog', 'boxer']","[0.0799999999999999, 0.0599999999999999, 0.0599999999999999, 0.0599999999999999, 0.0599999999999999]",1.500000000000002,0.2199999999999999,0.167,0.22,0.001,0.194,264,264,1291
toy poodle,21,"['bedlington terrier', 'kuvasz', 'miniature poodle', 'maltese', 'airedale terrier']","[0.1, 0.08, 0.06, 0.04, 0.04]",0.3631734744194304,0.26,0.144,0.26,0.002,0.202,265,265,1287
miniature poodle,20,"['bedlington terrier', 'toy poodle', 'standard poodle', 'badger', 'cocker spaniel']","[0.1399999999999999, 0.1399999999999999, 0.08, 0.08, 0.06]",0.2561204162859416,0.2,0.37,0.2,0.001,0.285,266,266,1275
standard poodle,22,"['bedlington terrier', 'kuvasz', 'irish wolfhound', 'airedale terrier', 'bison']","[0.2, 0.06, 0.04, 0.04, 0.04]",1.445137571045883,0.2799999999999999,0.187,0.28,0.002,0.234,267,267,1279
mexican hairless dog xoloitzcuintli,20,"['dobermann', 'great dane', 'malinois', 'italian greyhound', 'miniature pinscher']","[0.08, 0.08, 0.06, 0.04, 0.04]",-6.136635327546054e-16,0.38,0.264,0.38,0.001,0.322,268,268,750
grey wolf,10,"['african wild dog', 'dingo', 'red wolf or maned wolf', 'husky', 'alaskan tundra wolf']","[0.1, 0.08, 0.06, 0.04, 0.04]",0.3631734744194304,0.5599999999999999,0.22,0.56,0.003,0.39,269,269,1284
alaskan tundra wolf,9,"['grey wolf', 'norwegian elkhound', 'german shepherd dog', 'alaskan malamute', 'siberian husky']","[0.16, 0.02, 0.02, 0.02, 0.02]",1.4999999999999998,0.68,0.425,0.68,0.002,0.552,270,270,1287
red wolf or maned wolf,23,"['grey wolf', 'dhole', 'coyote', 'african wild dog', 'dingo']","[0.1399999999999999, 0.12, 0.08, 0.06, 0.04]",0.1579875514375947,0.16,0.276,0.16,0.001,0.218,271,271,1283
coyote,18,"['grey wolf', 'dhole', 'red wolf or maned wolf', 'badger', 'african wild dog']","[0.18, 0.1199999999999999, 0.0799999999999999, 0.0799999999999999, 0.0399999999999999]",0.543313449468333,0.1999999999999999,0.204,0.2,0.001,0.202,272,272,1285
dingo,20,"['treeing walker coonhound', 'malinois', 'grey wolf', 'bluetick coonhound', 'cougar']","[0.0799999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999]",0.3436215967445467,0.42,0.2,0.42,0.002,0.31,273,273,1288
dhole,9,"['dingo', 'red fox', 'cougar', 'hyena', 'malinois']","[0.22, 0.1, 0.1, 0.06, 0.04]",0.9949095260359456,0.38,0.311,0.38,0.001,0.346,274,274,1283
african wild dog,4,"['grey wolf', 'hyena', 'malinois', 'appenzeller sennenhund']","[0.06, 0.04, 0.02, 0.02]",0.4933822002181591,0.86,0.287,0.86,0.003,0.574,275,275,1284
hyena,16,"['african wild dog', 'lynx', 'irish wolfhound', 'lion', 'warthog']","[0.06, 0.06, 0.04, 0.04, 0.04]",0.4082482904638629,0.54,0.174,0.54,0.003,0.357,276,276,1288
red fox,17,"['dhole', 'grey fox', 'red wolf or maned wolf', 'coyote', 'kit fox']","[0.1399999999999999, 0.1, 0.06, 0.06, 0.06]",0.8437499999999978,0.2799999999999999,0.333,0.28,0.001,0.306,277,277,1284
kit fox,16,"['coyote', 'red fox', 'dhole', 'red wolf or maned wolf', 'african wild dog']","[0.1399999999999999, 0.12, 0.08, 0.06, 0.06]",0.3804646084815724,0.16,0.471,0.16,0.0,0.316,278,278,1286
arctic fox,8,"['alaskan tundra wolf', 'badger', 'siberian husky', 'grey wolf', 'polar bear']","[0.24, 0.12, 0.04, 0.04, 0.04]",1.0269996056981547,0.44,0.647,0.44,0.001,0.544,279,279,1276
grey fox,18,"['red fox', 'wallaby', 'grey wolf', 'coyote', 'badger']","[0.1399999999999999, 0.08, 0.06, 0.06, 0.06]",1.2909944487358056,0.2999999999999999,0.366,0.3,0.001,0.333,280,280,1285
tabby cat,15,"['lynx', 'egyptian mau', 'badger', 'tiger cat', 'siamese cat']","[0.16, 0.12, 0.1, 0.08, 0.06]",0.3958703373438167,0.2799999999999999,0.28,0.28,0.001,0.28,281,281,1285
tiger cat,21,"['lynx', 'tiger', 'tabby cat', 'egyptian mau', 'snow leopard']","[0.18, 0.1399999999999999, 0.0999999999999999, 0.0799999999999999, 0.0399999999999999]",0.1224403232452831,0.1199999999999999,0.207,0.12,0.001,0.163,282,282,1290
persian cat,16,"['angora rabbit', 'keeshond', 'tiger cat', 'hamster', 'badger']","[0.08, 0.04, 0.04, 0.04, 0.04]",1.5000000000000009,0.54,0.692,0.54,0.001,0.616,283,283,1288
siamese cat,24,"['black footed ferret', 'chihuahua', 'egyptian mau', 'european polecat', 'norwegian elkhound']","[0.1199999999999999, 0.0599999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999]",1.1731251294063565,0.2199999999999999,0.18,0.22,0.001,0.2,284,284,1286
egyptian mau,19,"['tabby cat', 'badger', 'lynx', 'tiger cat', 'schipperke']","[0.12, 0.12, 0.1, 0.08, 0.04]",-0.7301958930821602,0.26,0.141,0.26,0.002,0.2,285,285,1277
cougar,14,"['norwegian elkhound', 'standard schnauzer', 'dobermann', 'grey wolf', 'tiger cat']","[0.02, 0.02, 0.02, 0.02, 0.02]",0.0,0.7200000000000001,0.414,0.72,0.002,0.567,286,286,1280
lynx,15,"['egyptian mau', 'cougar', 'grey wolf', 'tabby cat', 'coyote']","[0.06, 0.06, 0.04, 0.04, 0.02]",-0.3436215967445465,0.5800000000000001,0.408,0.58,0.001,0.494,287,287,1282
leopard,5,"['cheetah', 'jaguar', 'african wild dog', 'hyena', 'snow leopard']","[0.26, 0.22, 0.02, 0.02, 0.02]",0.4495377032766161,0.4599999999999999,0.605,0.46,0.001,0.532,288,288,1274
snow leopard,5,"['hyena', 'egyptian mau', 'lynx', 'jaguar', 'badger']","[0.02, 0.02, 0.02, 0.02, 0.02]",0.0,0.9,0.682,0.9,0.001,0.791,289,289,1283
jaguar,8,"['leopard', 'cheetah', 'lynx', 'gila monster', 'tusker']","[0.1399999999999999, 0.1, 0.04, 0.02, 0.02]",0.5451388888888884,0.62,0.534,0.62,0.001,0.577,290,290,1284
lion,7,"['tarantula', 'hyena', 'yorkshire terrier', 'malinois', 'african wild dog']","[0.04, 0.04, 0.02, 0.02, 0.02]",0.4082482904638644,0.8199999999999998,0.641,0.82,0.001,0.73,291,291,1284
tiger,11,"['lion', 'alaskan tundra wolf', 'african wild dog', 'hyena', 'tiger cat']","[0.04, 0.02, 0.02, 0.02, 0.02]",1.5000000000000009,0.7600000000000001,0.655,0.76,0.001,0.708,292,292,1289
cheetah,10,"['hyena', 'snow leopard', 'african wild dog', 'cougar', 'lynx']","[0.1399999999999999, 0.08, 0.02, 0.02, 0.02]",0.8437499999999999,0.62,0.574,0.62,0.001,0.597,293,293,1283
brown bear,13,"['bison', 'wild boar', 'wombat', 'hyena', 'cougar']","[0.08, 0.04, 0.02, 0.02, 0.02]",1.1500493356615296,0.66,0.611,0.66,0.001,0.636,294,294,1287
american black bear,19,"['wombat', 'badger', 'brown bear', 'sloth bear', 'bison']","[0.0799999999999999, 0.0799999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999]",-0.3436215967445452,0.3999999999999999,0.392,0.4,0.001,0.396,295,295,1281
polar bear,21,"['brown bear', 'macaque', 'koala', 'wombat', 'sea lion']","[0.04, 0.04, 0.02, 0.02, 0.02]",0.4082482904638644,0.54,0.54,0.54,0.001,0.54,296,296,1278
sloth bear,17,"['tibetan mastiff', 'american black bear', 'badger', 'affenpinscher', 'koala']","[0.1, 0.08, 0.06, 0.04, 0.02]",0.0,0.4599999999999999,0.535,0.46,0.001,0.498,297,297,1288
mongoose,24,"['meerkat', 'badger', 'otter', 'wombat', 'dingo']","[0.12, 0.08, 0.06, 0.04, 0.04]",0.7301958930821596,0.24,0.197,0.24,0.001,0.218,298,298,1286
meerkat,17,"['mongoose', 'hyena', 'badger', 'chihuahua', 'tarantula']","[0.1599999999999999, 0.0999999999999999, 0.0799999999999999, 0.0399999999999999, 0.0199999999999999]",0.4082482904638627,0.36,0.247,0.36,0.001,0.304,299,299,1291
tiger beetle,14,"['dragonfly', 'ant', 'fly', 'hermit crab', 'longhorn beetle']","[0.12, 0.08, 0.06, 0.04, 0.04]",0.7301958930821596,0.44,0.512,0.44,0.001,0.476,300,300,1282
ladybug,22,"['leaf beetle', 'bee', 'agama', 'fire salamander', 'newt']","[0.1399999999999999, 0.06, 0.04, 0.02, 0.02]",1.1210847078122883,0.38,0.297,0.38,0.001,0.338,301,301,1280
ground beetle,24,"['cockroach', 'tick', 'southern black widow', 'dung beetle', 'ant']","[0.1399999999999999, 0.1, 0.08, 0.06, 0.06]",0.7301958930821578,0.04,0.091,0.04,0.0,0.066,302,302,1281
longhorn beetle,29,"['tick', 'weevil', 'cicada', 'grasshopper', 'small white butterfly']","[0.0799999999999999, 0.0799999999999999, 0.0799999999999999, 0.0599999999999999, 0.0599999999999999]",-0.4082482904638629,0.0,0.0,0.0,0.001,0.0,303,303,1288
leaf beetle,20,"['ladybug', 'leafhopper', 'european garden spider', 'grasshopper', 'tree frog']","[0.2, 0.1, 0.08, 0.06, 0.04]",1.0391889223704165,0.18,0.196,0.18,0.001,0.188,304,304,1288
dung beetle,24,"['ant', 'agama', 'wolf spider', 'chiton', 'rock crab']","[0.0999999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",1.5000000000000009,0.36,0.34,0.36,0.001,0.35,305,305,1285
rhinoceros beetle,21,"['tick', 'cockroach', 'cricket insect', 'trilobite', 'scorpion']","[0.1, 0.08, 0.06, 0.04, 0.04]",0.3631734744194304,0.3,0.172,0.3,0.002,0.236,306,306,1269
weevil,16,"['tick', 'grasshopper', 'wolf spider', 'hermit crab', 'leaf beetle']","[0.1599999999999999, 0.0799999999999999, 0.0599999999999999, 0.0599999999999999, 0.0599999999999999]",1.362792753035554,0.2599999999999999,0.25,0.26,0.001,0.255,307,307,1288
fly,19,"['tick', 'cicada', 'bee', 'lacewing', 'southern black widow']","[0.1399999999999999, 0.1399999999999999, 0.08, 0.08, 0.06]",0.2561204162859416,0.12,0.261,0.12,0.0,0.19,308,308,1290
bee,22,"['small white butterfly', 'sulphur butterfly', 'cricket insect', 'desert grassland whiptail lizard', 'eastern diamondback rattlesnake']","[0.0599999999999999, 0.0599999999999999, 0.0399999999999999, 0.0199999999999999, 0.0199999999999999]",-3.636524638545784e-16,0.4599999999999999,0.217,0.46,0.002,0.338,309,309,1286
ant,27,"['harvestman', 'cockroach', 'southern black widow', 'tick', 'ground beetle']","[0.1, 0.08, 0.06, 0.06, 0.06]",0.8437500000000009,0.12,0.062,0.12,0.002,0.091,310,310,1289
grasshopper,25,"['cricket insect', 'weevil', 'european garden spider', 'rock crab', 'hermit crab']","[0.1399999999999999, 0.08, 0.06, 0.04, 0.04]",0.9704949588309444,0.2,0.1,0.2,0.002,0.15,311,311,1282
cricket insect,26,"['grasshopper', 'wolf spider', 'agama', 'harvestman', 'longhorn beetle']","[0.1999999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",1.4451375710458831,0.1399999999999999,0.08,0.14,0.002,0.11,312,312,1290
stick insect,37,"['vine snake', 'smooth newt', 'garter snake', 'harvestman', 'southern black widow']","[0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",1.5000000000000016,0.1199999999999999,0.097,0.12,0.001,0.108,313,313,1283
cockroach,27,"['scorpion', 'tick', 'dragonfly', 'barn spider', 'harvestman']","[0.0799999999999999, 0.0799999999999999, 0.0799999999999999, 0.0599999999999999, 0.0399999999999999]",-0.843750000000001,0.1599999999999999,0.033,0.16,0.005,0.096,314,314,1285
praying mantis,29,"['grasshopper', 'cricket insect', 'harvestman', 'hermit crab', 'tree frog']","[0.1199999999999999, 0.0999999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999]",0.347767062246995,0.0399999999999999,0.043,0.04,0.001,0.041,315,315,1286
cicada,22,"['grasshopper', 'tarantula', 'desert grassland whiptail lizard', 'european garden spider', 'centipede']","[0.12, 0.06, 0.04, 0.04, 0.04]",1.2909944487358058,0.2999999999999999,0.195,0.3,0.002,0.248,316,316,1285
leafhopper,23,"['harvestman', 'grasshopper', 'lacewing', 'sulphur butterfly', 'tree frog']","[0.06, 0.06, 0.06, 0.06, 0.04]",-1.4999999999999991,0.3,0.333,0.3,0.001,0.316,317,317,1281
lacewing,31,"['grasshopper', 'cricket insect', 'harvestman', 'stick insect', 'cockroach']","[0.08, 0.08, 0.04, 0.04, 0.04]",0.4082482904638644,0.06,0.091,0.06,0.001,0.076,318,318,1284
dragonfly,18,"['european garden spider', 'damselfly', 'cicada', 'lacewing', 'house finch']","[0.08, 0.08, 0.06, 0.06, 0.04]",-0.3436215967445463,0.34,0.239,0.34,0.001,0.29,319,319,1280
damselfly,18,"['dragonfly', 'lacewing', 'grasshopper', 'small white butterfly', 'vine snake']","[0.1399999999999999, 0.0999999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999]",0.6288941186718158,0.2799999999999999,0.583,0.28,0.0,0.432,320,320,1281
red admiral butterfly,11,"['monarch butterfly', 'ringlet butterfly', 'bee', 'mud turtle', 'desert grassland whiptail lizard']","[0.18, 0.1, 0.04, 0.02, 0.02]",0.834091666961888,0.52,0.553,0.52,0.001,0.536,321,321,1282
ringlet butterfly,9,"['sulphur butterfly', 'small white butterfly', 'bee', 'gossamer winged butterfly', 'european green lizard']","[0.1399999999999999, 0.08, 0.04, 0.04, 0.02]",0.8478566294318485,0.5999999999999999,0.517,0.6,0.001,0.558,322,322,1285
monarch butterfly,7,"['red admiral butterfly', 'kite bird of prey', 'cricket insect', 'sulphur butterfly', 'ring tailed lemur']","[0.06, 0.02, 0.02, 0.02, 0.02]",1.5000000000000009,0.8199999999999998,0.661,0.82,0.001,0.74,323,323,1280
