classname,qty nonzero cols,most confused classnames,most confused scores,skewness of normalized confusion scores,accuracy,Precision,Recall,Frequency,Balanced Accuracy,index,Unnamed: 0,Class Count
chain,33,"['necklace', 'hook', 'hen', 'nematode', 'stick insect']","[0.26, 0.08, 0.02, 0.02, 0.02]",1.2909944487358047,0.04,0.4,0.04,0.0,0.22,488,488,1300
chain link fence,32,"['prison', 'handkerchief', 'swing', 'volleyball', 'split rail fence']","[0.08, 0.06, 0.06, 0.06, 0.06]",1.4999999999999991,0.12,0.207,0.12,0.001,0.163,489,489,1300
chain mail,25,"['necklace', 'hair clip', 'poke bonnet', 'poncho', 'redbone coonhound']","[0.1399999999999999, 0.1, 0.06, 0.06, 0.04]",0.6288941186718147,0.1,0.417,0.1,0.0,0.258,490,490,1300
chainsaw,28,"['maypole', 'mountain bike', 'farm plow', 'garbage truck', 'go kart']","[0.1, 0.08, 0.08, 0.04, 0.04]",-0.1111111111111114,0.1399999999999999,0.304,0.14,0.0,0.222,491,491,1194
storage chest,20,"['crate', 'tray', 'cardboard box  carton', 'cradle', 'ring binder']","[0.08, 0.08, 0.04, 0.04, 0.02]",0.1111111111111111,0.4400000000000001,0.229,0.44,0.002,0.334,492,492,1300
chiffonier,20,"['storage chest', 'refrigerator', 'desk', 'crate', 'entertainment center']","[0.18, 0.1, 0.06, 0.04, 0.04]",0.9593861448050256,0.24,0.185,0.24,0.001,0.212,493,493,1300
bell or wind chime,30,"['drum', 'gong', 'stupa', 'crash helmet', 'guillotine']","[0.0799999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999]",0.3436215967445467,0.1599999999999999,0.078,0.16,0.002,0.119,494,494,1300
china cabinet,14,"['chiffonier', 'dining table', 'medicine cabinet', 'plate rack', 'apron']","[0.12, 0.06, 0.04, 0.04, 0.02]",1.0179522960269585,0.54,0.529,0.54,0.001,0.534,495,495,1300
christmas stocking,11,"['handkerchief', 'mitten', 'apron', 'baby bib', 'kimono']","[0.1399999999999999, 0.08, 0.06, 0.06, 0.04]",1.0179522960269571,0.4800000000000001,0.471,0.48,0.001,0.476,496,496,1300
church,14,"['monastery', 'palace', 'altar', 'castle', 'barn']","[0.22, 0.18, 0.1, 0.08, 0.02]",0.0786117648339761,0.22,0.175,0.22,0.001,0.198,497,497,1300
movie theater,28,"['stage', 'traffic or street sign', 'restaurant', 'basketball', 'product packet  packaging']","[0.0999999999999999, 0.0799999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999]",0.3631734744194298,0.18,0.184,0.18,0.001,0.182,498,498,1300
cleaver,31,"['scabbard', 'block plane', 'tray', 'dust jacket', 'redbone coonhound']","[0.08, 0.06, 0.06, 0.06, 0.04]",-8.678512907553492e-16,0.08,0.364,0.08,0.0,0.222,499,499,1067
cliff dwelling,8,"['cliff', 'castle', 'barrel', 'crate', 'stone wall']","[0.1, 0.04, 0.02, 0.02, 0.02]",1.290994448735805,0.74,0.359,0.74,0.002,0.55,500,500,1300
cloak,23,"['velvet fabric', 'shoji screen  room divider', 'redbone coonhound', 'gown', 'academic gown']","[0.16, 0.1399999999999999, 0.08, 0.08, 0.04]",0.1141088661469096,0.08,0.105,0.08,0.001,0.092,501,501,1029
clogs,40,"['candy store', 'slip on shoe', 'product packet  packaging', 'balaclava ski mask', 'redbone coonhound']","[0.06, 0.06, 0.04, 0.04, 0.02]",-0.3436215967445465,0.08,0.125,0.08,0.001,0.103,502,502,1300
cocktail shaker,29,"['perfume', 'beaker', 'candle', 't shirt', 'milk can']","[0.06, 0.04, 0.04, 0.04, 0.04]",1.5000000000000022,0.24,0.143,0.24,0.002,0.192,503,503,1154
coffee mug,32,"['tea cup', 'water jug', 'milk can', 'cardboard box  carton', 'mixing bowl']","[0.16, 0.08, 0.06, 0.04, 0.04]",1.1210847078122883,0.02,0.083,0.02,0.0,0.052,504,504,1300
coffeemaker,26,"['water jug', 'bell or wind chime', 'stove', 'drink pitcher', 'teapot']","[0.1199999999999999, 0.0799999999999999, 0.0799999999999999, 0.0599999999999999, 0.0599999999999999]",0.9128709291752756,0.1599999999999999,0.381,0.16,0.0,0.27,505,505,1300
spiral or coil,35,"['planetarium', 'dome', 'bolo tie', 'drum', 'paddle wheel']","[0.12, 0.08, 0.04, 0.04, 0.04]",0.8437499999999996,0.04,0.4,0.04,0.0,0.22,506,506,1300
combination lock,32,"['bottle cap', 'hand held computer', 'modem', 'padlock', 'weighing scale']","[0.0799999999999999, 0.0599999999999999, 0.0599999999999999, 0.0599999999999999, 0.0599999999999999]",1.500000000000002,0.0599999999999999,0.091,0.06,0.001,0.076,507,507,1216
computer keyboard,22,"['desk', 'hand held computer', 'modem', 'keyboard space bar', 'laptop computer']","[0.0799999999999999, 0.0799999999999999, 0.0799999999999999, 0.0799999999999999, 0.0599999999999999]",-1.5000000000000018,0.2199999999999999,0.55,0.22,0.0,0.385,508,508,1300
candy store,17,"['toy store', 'cardboard box  carton', 'product packet  packaging', 'altar', 'barbershop']","[0.2199999999999999, 0.1199999999999999, 0.1199999999999999, 0.0399999999999999, 0.0399999999999999]",0.5312680038350247,0.1599999999999999,0.286,0.16,0.001,0.223,509,509,1300
container ship,12,"['dock', 'drilling rig', 'ocean liner', 'breakwater', 'gondola']","[0.2799999999999999, 0.1, 0.06, 0.04, 0.04]",1.2985290029050784,0.3400000000000001,0.548,0.34,0.001,0.444,510,510,1300
convertible,13,"['sports car', 'tow truck', 'airliner', 'amphibious vehicle', 'taxicab']","[0.04, 0.04, 0.02, 0.02, 0.02]",0.4082482904638644,0.7,0.327,0.7,0.002,0.514,511,511,1300
corkscrew,35,"['scabbard', 'cardboard box  carton', 'messenger bag', 'clothes iron', 'mousetrap']","[0.0799999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999]",0.3436215967445467,0.0399999999999999,0.143,0.04,0.0,0.092,512,512,1300
cornet,22,"['redbone coonhound', 'red admiral butterfly', 'shoji screen  room divider', 'military hat bearskin or shako', 'bell or wind chime']","[0.12, 0.06, 0.06, 0.04, 0.04]",1.1642636431747198,0.2799999999999999,0.07,0.28,0.004,0.175,513,513,1300
cowboy boot,28,"['jeans', 'scarf', 'cuirass', 't shirt', 'shoji screen  room divider']","[0.0799999999999999, 0.0799999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",0.4082482904638624,0.2399999999999999,0.522,0.24,0.0,0.381,514,514,1300
cowboy hat,21,"['poke bonnet', 'sombrero', 'shoji screen  room divider', 'jeans', 'redbone coonhound']","[0.18, 0.1399999999999999, 0.12, 0.1, 0.04]",-0.3365218792190071,0.04,0.25,0.04,0.0,0.145,515,515,1300
cradle,22,"['diaper', 'bassinet', 'mosquito net', 'pajamas', 'plastic bag']","[0.2399999999999999, 0.1999999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999]",0.4542054487884113,0.0599999999999999,0.018,0.06,0.003,0.039,516,516,1300
construction crane,14,"['drilling rig', 'dock', 'water tower', 'airship', 'cardboard box  carton']","[0.1, 0.06, 0.04, 0.02, 0.02]",0.7301958930821588,0.5800000000000001,0.287,0.58,0.002,0.434,517,517,1300
crash helmet,20,"['football helmet', 'neck brace', 'projector', 'balaclava ski mask', 'steel drum']","[0.06, 0.06, 0.04, 0.04, 0.04]",0.4082482904638629,0.4600000000000001,0.39,0.46,0.001,0.425,518,518,1300
crate,17,"['cardboard box  carton', 'product packet  packaging', 'altar', 'trash can', 'barber chair']","[0.16, 0.04, 0.02, 0.02, 0.02]",1.4286267334338292,0.5,0.128,0.5,0.004,0.314,519,519,1300
infant bed,24,"['bassinet', 'crate', 'diaper', 'shopping basket', 'altar']","[0.0799999999999999, 0.0599999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999]",-1.012493172547901e-15,0.2199999999999999,0.55,0.22,0.0,0.385,520,520,1300
crock pot,24,"['dutch oven', 'milk can', 'steel drum', 'hot pot', 'soup bowl']","[0.1, 0.1, 0.1, 0.08, 0.06]",-0.8437499999999994,0.08,0.444,0.08,0.0,0.262,521,521,1187
croquet ball,27,"['maraca', 'spindle', 'one piece bathing suit', 'rugby ball', 'shoji screen  room divider']","[0.16, 0.08, 0.06, 0.04, 0.04]",1.1210847078122883,0.18,0.36,0.18,0.001,0.27,522,522,1300
crutch,35,"['shoji screen  room divider', 'plunger', 'jeans', 't shirt', 'one piece bathing suit']","[0.12, 0.06, 0.04, 0.04, 0.04]",1.2909944487358058,0.02,0.059,0.02,0.0,0.04,523,523,1300
cuirass,30,"['shoji screen  room divider', 'military hat bearskin or shako', 'drum', 'bell or wind chime', 'gown']","[0.1, 0.06, 0.06, 0.04, 0.04]",0.9128709291752772,0.16,0.151,0.16,0.001,0.156,524,524,1300
dam,20,"['prison', 'boathouse', 'crate', 'dock', 'lakeshore']","[0.08, 0.06, 0.06, 0.06, 0.06]",1.4999999999999991,0.32,0.348,0.32,0.001,0.334,525,525,1300
desk,15,"['dining table', 'desktop computer', 'block plane', 'projector', 'restaurant']","[0.1399999999999999, 0.0599999999999999, 0.0599999999999999, 0.0599999999999999, 0.0599999999999999]",1.5000000000000004,0.3999999999999999,0.117,0.4,0.003,0.258,526,526,1300
desktop computer,10,"['desk', 'monitor', 'crt monitor', 'dining table', 'television']","[0.24, 0.1, 0.06, 0.04, 0.04]",1.214328672295399,0.42,0.266,0.42,0.002,0.343,527,527,1300
rotary dial telephone,30,"['combination lock', 'digital clock', 'oxygen mask', 'pencil sharpener', 'pufferfish']","[0.0399999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999, 0.0199999999999999]",-1.4999999999999998,0.3199999999999999,0.762,0.32,0.0,0.541,528,528,1300
diaper,19,"['pajamas', 'redbone coonhound', 't shirt', 'product packet  packaging', 'shoji screen  room divider']","[0.1, 0.08, 0.06, 0.06, 0.06]",0.8437500000000009,0.2799999999999999,0.096,0.28,0.003,0.188,529,529,1300
digital clock,27,"['scoreboard', 'weighing scale', 'radio', 'digital watch', 'modem']","[0.12, 0.08, 0.06, 0.04, 0.04]",0.7301958930821596,0.2,0.256,0.2,0.001,0.228,530,530,1300
digital watch,24,"['product packet  packaging', 'modem', 'car mirror', 'cardboard box  carton', 'mobile phone']","[0.08, 0.04, 0.02, 0.02, 0.02]",1.1500493356615296,0.44,0.415,0.44,0.001,0.428,531,531,889
dining table,14,"['altar', 'barbershop', 'bassinet', 'bathtub', 'desk']","[0.0399999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",1.4999999999999984,0.6999999999999998,0.182,0.7,0.004,0.441,532,532,1300
dishcloth,14,"['pillow', 'product packet  packaging', 'scarf', 'mop', 'handkerchief']","[0.0799999999999999, 0.0599999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999]",-1.012493172547901e-15,0.4599999999999999,0.451,0.46,0.001,0.456,533,533,1300
dishwasher,29,"['shoji screen  room divider', 'stove', 'ring binder', 'refrigerator', 'altar']","[0.0799999999999999, 0.0799999999999999, 0.0399999999999999, 0.0399999999999999, 0.0199999999999999]",0.111111111111111,0.2599999999999999,0.382,0.26,0.001,0.321,534,534,1300
disc brake,12,"['unicycle', 'car wheel', 'cassette', 'drum', 'fishing casting reel']","[0.06, 0.04, 0.04, 0.04, 0.04]",1.5000000000000022,0.64,0.508,0.64,0.001,0.574,535,535,1300
dock,12,"['sailboat', 'drilling rig', 'container ship', 'paddle wheel', 'construction crane']","[0.2399999999999999, 0.0799999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999]",1.3889087438578838,0.36,0.096,0.36,0.004,0.228,536,536,1211
dog sled,10,"['spotlight', 'mountain', 'maypole', 'ski', 'english foxhound']","[0.06, 0.06, 0.04, 0.04, 0.02]",-0.3436215967445465,0.68,0.567,0.68,0.001,0.624,537,537,1300
dome,10,"['palace', 'monastery', 'mosque', 'lighthouse', 'breastplate']","[0.18, 0.1399999999999999, 0.08, 0.02, 0.02]",0.2211914062500009,0.4600000000000001,0.253,0.46,0.002,0.357,538,538,1300
doormat,26,"['product packet  packaging', 'cardboard box  carton', 'velvet fabric', 'storage chest', 'spotlight']","[0.16, 0.1, 0.08, 0.06, 0.06]",0.970494958830945,0.08,0.571,0.08,0.0,0.325,539,539,1300
drilling rig,8,"['dock', 'construction crane', 'airship', 'sawmill', 'pole']","[0.06, 0.04, 0.02, 0.02, 0.02]",0.8437499999999996,0.7800000000000001,0.527,0.78,0.001,0.654,540,540,1300
drum,30,"['shoji screen  room divider', 'cornet', 'steel drum', 'red admiral butterfly', 'farm plow']","[0.12, 0.1, 0.08, 0.06, 0.04]",-3.679904200040098e-16,0.06,0.031,0.06,0.002,0.046,541,541,1300
drumstick,36,"['cardboard box  carton', 'drum', 'redbone coonhound', 'red admiral butterfly', 'airship']","[0.0799999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",0.8437499999999997,0.0,0.0,0.0,0.005,0.0,542,542,1300
dumbbell,26,"['stretcher', 't shirt', 'miniskirt', 'oxygen mask', 'shoji screen  room divider']","[0.1999999999999999, 0.1199999999999999, 0.1199999999999999, 0.0399999999999999, 0.0399999999999999]",0.3436215967445456,0.0599999999999999,0.5,0.06,0.0,0.28,543,543,1300
dutch oven,24,"['cauldron', 'mixing bowl', 'frying pan', 'steel drum', 'wok']","[0.1399999999999999, 0.06, 0.04, 0.04, 0.04]",1.3627927530355548,0.3,0.312,0.3,0.001,0.306,544,544,1300
electric fan,28,"['potters wheel', 'magnetic compass', 'paddle wheel', 'sundial', 'cassette']","[0.08, 0.06, 0.06, 0.06, 0.04]",-8.678512907553492e-16,0.16,1.0,0.16,0.0,0.58,545,545,1300
electric guitar,25,"['shoji screen  room divider', 'red admiral butterfly', 'redbone coonhound', 'military hat bearskin or shako', 'balaclava ski mask']","[0.12, 0.08, 0.04, 0.04, 0.04]",0.8437499999999996,0.26,0.5,0.26,0.001,0.38,546,546,1300
electric locomotive,8,"['freight car', 'construction crane', 'guillotine', 'prison', 'snowplow']","[0.04, 0.02, 0.02, 0.02, 0.02]",1.5000000000000009,0.8199999999999998,0.562,0.82,0.001,0.691,547,547,1300
entertainment center,11,"['china cabinet', 'crt monitor', 'barbershop', 'chiffonier', 'movie theater']","[0.0599999999999999, 0.0399999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",0.8437499999999999,0.72,0.6,0.72,0.001,0.66,548,548,1300
envelope,21,"['product packet  packaging', 'cardboard box  carton', 'dust jacket', 'handkerchief', 'messenger bag']","[0.2399999999999999, 0.1599999999999999, 0.0999999999999999, 0.0599999999999999, 0.0399999999999999]",0.5504818825631805,0.0199999999999999,0.25,0.02,0.0,0.135,549,549,1300
espresso machine,25,"['electrical switch', 'barbershop', 'payphone', 'cocktail shaker', 'beaker']","[0.12, 0.1, 0.1, 0.06, 0.04]",-0.3477670622469961,0.1399999999999999,0.368,0.14,0.0,0.254,550,550,1136
face powder,30,"['cardboard box  carton', 'perfume', 'lotion', 'product packet  packaging', 'tray']","[0.12, 0.08, 0.06, 0.06, 0.06]",1.1500493356615291,0.1,0.556,0.1,0.0,0.328,551,551,1153
feather boa,25,"['velvet fabric', 'pajamas', 'redbone coonhound', 'brussels griffon', 'cardboard box  carton']","[0.2199999999999999, 0.18, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",0.4848685282468676,0.0399999999999999,0.05,0.04,0.001,0.045,552,552,1300
filing cabinet,22,"['storage chest', 'desk', 'photocopier', 'stove', 'cardboard box  carton']","[0.1599999999999999, 0.1599999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999]",0.3476794475723929,0.1199999999999999,1.0,0.12,0.0,0.56,553,553,1300
fireboat,17,"['sailboat', 'drilling rig', 'container ship', 'paddle wheel', 'geyser']","[0.12, 0.08, 0.06, 0.06, 0.04]",0.7500308204401281,0.4,0.645,0.4,0.001,0.522,554,554,1300
fire truck,16,"['tow truck', 'garbage truck', 'ambulance', 'cornet', 'construction crane']","[0.12, 0.08, 0.06, 0.04, 0.04]",0.7301958930821596,0.38,0.792,0.38,0.0,0.586,555,555,1300
fire screen,34,"['shoji screen  room divider', 'stove', 'window shade', 'cardboard box  carton', 'storage chest']","[0.0599999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999]",-0.4082482904638629,0.0399999999999999,0.071,0.04,0.001,0.055,556,556,1300
flagpole,22,"['palace', 'kite bird of prey', 'church', 'construction crane', 'airship']","[0.06, 0.04, 0.04, 0.04, 0.02]",3.4285483091569353e-16,0.4599999999999999,0.605,0.46,0.001,0.532,557,557,1300
flute,32,"['cornet', 'redbone coonhound', 'pajamas', 'shoji screen  room divider', 'one piece bathing suit']","[0.1399999999999999, 0.08, 0.06, 0.06, 0.04]",1.0179522960269571,0.02,0.091,0.02,0.0,0.056,558,558,1300
folding chair,24,"['desk', 'dining table', 'cradle', 'rocking chair', 'stretcher']","[0.12, 0.12, 0.08, 0.08, 0.06]",0.1111111111111101,0.12,0.4,0.12,0.0,0.26,559,559,1300
football helmet,16,"['appenzeller sennenhund', 'rugby ball', 'crash helmet', 'tights', 'baseball player']","[0.38, 0.08, 0.06, 0.06, 0.06]",1.4861978959589106,0.1399999999999999,0.467,0.14,0.0,0.304,560,560,1300
forklift,20,"['garbage truck', 'tow truck', 'farm plow', 'barbershop', 'snowplow']","[0.18, 0.1599999999999999, 0.0999999999999999, 0.0399999999999999, 0.0399999999999999]",0.0900800146826896,0.1599999999999999,0.571,0.16,0.0,0.366,561,561,1300
fountain,24,"['geyser', 'stage', 'palace', 'lakeshore', 'altar']","[0.18, 0.16, 0.06, 0.04, 0.02]",0.3236269295627408,0.16,0.229,0.16,0.001,0.194,562,562,1300
fountain pen,31,"['cardboard box  carton', 'slide rule', 'syringe', 'ballpoint pen', 'band aid']","[0.04, 0.04, 0.04, 0.02, 0.02]",-0.4082482904638626,0.32,0.842,0.32,0.0,0.581,563,563,1300
four poster bed,14,"['altar', 'bell tower', 'crate', 'dining table', 'drumstick']","[0.18, 0.04, 0.02, 0.02, 0.02]",1.4451375710458836,0.54,0.38,0.54,0.001,0.46,564,564,1300
freight car,24,"['cardboard box  carton', 'electric locomotive', 'garbage truck', 'ruler measuring stick', 'isopod']","[0.08, 0.08, 0.06, 0.04, 0.02]",-0.3631734744194292,0.34,0.37,0.34,0.001,0.355,565,565,1300
french horn,21,"['cornet', 'shoji screen  room divider', 'cradle', 't shirt', 'trombone']","[0.42, 0.08, 0.06, 0.04, 0.04]",1.4623988592600516,0.04,1.0,0.04,0.0,0.52,566,566,1300
frying pan,34,"['dutch oven', 'drumstick', 'tray', 'cauldron', 'stove']","[0.08, 0.06, 0.06, 0.04, 0.04]",0.3436215967445477,0.1,0.111,0.1,0.001,0.106,567,567,1222
fur coat,23,"['military hat bearskin or shako', 'velvet fabric', 'redbone coonhound', 'gown', 'cardigan']","[0.12, 0.1, 0.08, 0.06, 0.04]",-3.679904200040098e-16,0.1399999999999999,0.5,0.14,0.0,0.32,568,568,1300
garbage truck,9,"['missile.1', 'snowplow', 'amphibious vehicle', 'missile', 'moving van']","[0.06, 0.04, 0.02, 0.02, 0.02]",0.8437499999999996,0.7600000000000001,0.218,0.76,0.003,0.489,569,569,1300
gas mask or respirator,22,"['oxygen mask', 'military hat bearskin or shako', 'neck brace', 'red admiral butterfly', 'balaclava ski mask']","[0.24, 0.08, 0.08, 0.04, 0.04]",1.2864700617061366,0.18,0.5,0.18,0.0,0.34,570,570,1300
gas pump,26,"['trash can', 'payphone', 'altar', 'scoreboard', 'boathouse']","[0.16, 0.06, 0.04, 0.04, 0.02]",1.2621071358631282,0.26,0.433,0.26,0.001,0.347,571,571,1300
goblet,30,"['cocktail shaker', 'tray', 'vase', 'velvet fabric', 'tea cup']","[0.04, 0.04, 0.04, 0.04, 0.04]",0.0,0.2999999999999999,0.455,0.3,0.001,0.378,572,572,1300
go kart,23,"['race car', 'lawn mower', 'amphibious vehicle', 'tow truck', 'dock']","[0.1, 0.08, 0.06, 0.06, 0.04]",0.2715454178836392,0.24,0.571,0.24,0.0,0.406,573,573,1300
golf ball,21,"['croquet ball', 'ping pong ball', 'lemon', 'chiton', 'balance beam']","[0.18, 0.06, 0.04, 0.02, 0.02]",1.2832119003429123,0.36,1.0,0.36,0.0,0.68,574,574,1300
golf cart,29,"['amphibious vehicle', 'tow truck', 'minibus', 'vespa', 'garbage truck']","[0.08, 0.08, 0.06, 0.06, 0.04]",-0.3436215967445463,0.18,0.9,0.18,0.0,0.54,575,575,1300
gondola,14,"['dock', 'palace', 'paddle', 'car mirror', 'harp']","[0.1399999999999999, 0.0599999999999999, 0.0399999999999999, 0.0199999999999999, 0.0199999999999999]",1.1210847078122883,0.5399999999999999,0.5,0.54,0.001,0.52,576,576,1300
gong,27,"['drum', 'plate', 'bottle cap', 'rickshaw', 'pickelhaube']","[0.0599999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",0.4082482904638625,0.2799999999999999,0.378,0.28,0.001,0.329,577,577,1282
gown,17,"['overskirt', 'bridegroom', 'shoji screen  room divider', 'redbone coonhound', 'cloak']","[0.12, 0.1, 0.08, 0.06, 0.06]",0.3631734744194293,0.2799999999999999,0.131,0.28,0.002,0.206,578,578,1300
grand piano,20,"['upright piano', 'dining table', 'block plane', 'pajamas', 'restaurant']","[0.1, 0.08, 0.06, 0.04, 0.04]",0.3631734744194304,0.36,0.6,0.36,0.001,0.48,579,579,1300
greenhouse,29,"['patio', 'bell tower', 'boathouse', 'plant pot', 'china cabinet']","[0.1399999999999999, 0.0599999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999]",1.3040473293695096,0.0799999999999999,0.444,0.08,0.0,0.262,580,580,1300
radiator grille,27,"['pickup truck', 'convertible', 'harmonica', 'space heater', 'sports car']","[0.1399999999999999, 0.1199999999999999, 0.0599999999999999, 0.0599999999999999, 0.0599999999999999]",0.5071295169770311,0.0399999999999999,0.667,0.04,0.0,0.354,581,581,1300
grocery store,21,"['butcher shop', 'toy store', 'candy store', 'restaurant', 'altar']","[0.1399999999999999, 0.1, 0.08, 0.08, 0.06]",0.7500308204401269,0.12,0.5,0.12,0.0,0.31,582,582,1300
guillotine,27,"['crate', 'bell or wind chime', 'shoji screen  room divider', 'bell tower', 'altar']","[0.1, 0.08, 0.08, 0.06, 0.04]",-0.2715454178836394,0.1399999999999999,0.079,0.14,0.002,0.11,583,583,1283
hair clip,36,"['product packet  packaging', 'hunting bow', 'jigsaw puzzle', 'necklace', 'sea slug']","[0.08, 0.04, 0.04, 0.04, 0.02]",0.8675276172357083,0.16,0.114,0.16,0.001,0.137,584,584,1300
hair spray,22,"['redbone coonhound', 'product packet  packaging', 'lotion', 'cardboard box  carton', 'miniskirt']","[0.1, 0.1, 0.08, 0.06, 0.06]",-9.697399036122157e-16,0.16,0.4,0.16,0.0,0.28,585,585,980
half track,21,"['tank', 'threshing machine', 'butcher shop', 'cardboard box  carton', 'garbage truck']","[0.16, 0.06, 0.04, 0.04, 0.04]",1.4035141563500906,0.26,0.271,0.26,0.001,0.266,586,586,1300
hammer,38,"['plunger', 'shoji screen  room divider', 'tool kit', 'drumstick', 'mousetrap']","[0.06, 0.06, 0.04, 0.04, 0.04]",0.4082482904638629,0.08,0.4,0.08,0.0,0.24,587,587,1300
hamper,20,"['cardboard box  carton', 'bassinet', 'shopping basket', 'product packet  packaging', 'crate']","[0.1199999999999999, 0.0999999999999999, 0.0999999999999999, 0.0599999999999999, 0.0399999999999999]",-0.347767062246995,0.2199999999999999,0.478,0.22,0.0,0.349,588,588,1300
hair dryer,31,"['redbone coonhound', 'shoji screen  room divider', 'drum', 't shirt', 'maraca']","[0.06, 0.06, 0.04, 0.04, 0.04]",0.4082482904638629,0.18,0.273,0.18,0.001,0.226,589,589,1300
hand held computer,20,"['mobile phone', 'laptop computer', 'modem', 'crt monitor', 'remote control']","[0.08, 0.06, 0.06, 0.06, 0.04]",-8.678512907553492e-16,0.3600000000000001,0.247,0.36,0.001,0.304,590,590,1034
handkerchief,14,"['apron', 'baby bib', 'product packet  packaging', 'velvet fabric', 'pillow']","[0.1, 0.08, 0.06, 0.06, 0.04]",0.2715454178836392,0.48,0.124,0.48,0.004,0.302,591,591,1300
hard disk drive,21,"['modem', 'product packet  packaging', 'weighing scale', 'cardboard box  carton', 'cassette']","[0.16, 0.16, 0.1, 0.08, 0.06]",0.1319482680938171,0.04,0.667,0.04,0.0,0.354,592,592,1300
harmonica,29,"['shoji screen  room divider', 'redbone coonhound', 'cornet', 'red admiral butterfly', 'neck brace']","[0.1399999999999999, 0.1, 0.06, 0.04, 0.04]",0.6122692078855382,0.12,0.188,0.12,0.001,0.154,593,593,1300
harp,20,"['shoji screen  room divider', 'altar', 'jeans', 'redbone coonhound', 'red admiral butterfly']","[0.22, 0.08, 0.04, 0.02, 0.02]",1.214328672295399,0.32,0.941,0.32,0.0,0.63,594,594,1300
combine harvester,12,"['farm plow', 'tractor', 'garbage truck', 'block plane', 'missile.1']","[0.24, 0.08, 0.06, 0.04, 0.04]",1.361323120053112,0.38,0.422,0.38,0.001,0.401,595,595,1300
hatchet,35,"['shoji screen  room divider', 'balance beam', 'cleaver', 'maypole', 'product packet  packaging']","[0.08, 0.06, 0.06, 0.04, 0.04]",0.3436215967445477,0.12,0.133,0.12,0.001,0.126,596,596,891
holster,28,"['purse', 'scabbard', 'assault rifle', 'jeans', 'block plane']","[0.0999999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",1.1500493356615298,0.2599999999999999,0.591,0.26,0.0,0.426,597,597,1300
home theater,16,"['projector', 'entertainment center', 'music speaker', 'desk', 'television']","[0.2999999999999999, 0.1399999999999999, 0.1, 0.06, 0.06]",1.121084707812289,0.04,0.4,0.04,0.0,0.22,598,598,1300
honeycomb,28,"['jackfruit', 'sea cucumber', 'isopod', 'apiary', 'cardboard box  carton']","[0.08, 0.06, 0.04, 0.04, 0.04]",0.8437499999999998,0.2,0.5,0.2,0.0,0.35,599,599,1300
hook,41,"['bolo tie', 'cradle', 'gown', 'spindle', 'horse chestnut seed']","[0.06, 0.04, 0.04, 0.04, 0.04]",1.5000000000000022,0.06,0.045,0.06,0.001,0.052,600,600,1300
hoop skirt,18,"['gown', 'overskirt', 'shoji screen  room divider', 'altar', 'maypole']","[0.1999999999999999, 0.18, 0.1199999999999999, 0.0799999999999999, 0.0799999999999999]",0.2278746804149321,0.0399999999999999,0.167,0.04,0.0,0.104,601,601,1300
gymnastic horizontal bar,23,"['miniskirt', 'volleyball', 'maypole', 'cornet', 'shoji screen  room divider']","[0.18, 0.18, 0.08, 0.06, 0.06]",0.3586005830903797,0.02,0.04,0.02,0.001,0.03,602,602,1300
horse drawn vehicle,19,"['bullock cart', 'rickshaw', 'threshing machine', 'appenzeller sennenhund', 'maypole']","[0.2799999999999999, 0.06, 0.06, 0.04, 0.04]",1.4650029409157856,0.24,0.353,0.24,0.001,0.296,603,603,1300
hourglass,29,"['goblet', 'four poster bed', 'bassinet', 'bell or wind chime', 'tights']","[0.0799999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",0.8437499999999997,0.2199999999999999,0.688,0.22,0.0,0.454,604,604,1300
ipod,25,"['modem', 'hand held computer', 'cardboard box  carton', 'cd player', 'mobile phone']","[0.1199999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",1.2909944487358056,0.2599999999999999,0.565,0.26,0.0,0.412,605,605,1300
