classname,qty nonzero cols,most confused classnames,most confused scores,skewness of normalized confusion scores,accuracy,Precision,Recall,Frequency,Balanced Accuracy,index,Unnamed: 0,Class Count
clothes iron,34,"['sewing machine', 'miniskirt', 'oxygen mask', 'crash helmet', 'planetarium']","[0.08, 0.06, 0.06, 0.04, 0.04]",0.3436215967445477,0.1399999999999999,0.259,0.14,0.001,0.2,606,606,1300
carved pumpkin,14,"['torch', 'candle', 'spotlight', 'altar', 'baseball']","[0.1, 0.04, 0.04, 0.02, 0.02]",1.1642636431747195,0.5999999999999999,0.857,0.6,0.001,0.728,607,607,1300
jeans,21,"['pajamas', 'shoji screen  room divider', 'handkerchief', 't shirt', 'product packet  packaging']","[0.08, 0.06, 0.04, 0.04, 0.04]",0.8437499999999998,0.4,0.215,0.4,0.002,0.308,608,608,1300
jeep,22,"['garbage truck', 'amphibious vehicle', 'tow truck', 'boathouse', 'minibus']","[0.1399999999999999, 0.06, 0.06, 0.04, 0.04]",1.286470061706137,0.32,0.762,0.32,0.0,0.541,609,609,1300
t shirt,15,"['sweatshirt', 'baby bib', 'apron', 'tights', 'red admiral butterfly']","[0.1399999999999999, 0.12, 0.06, 0.06, 0.02]",0.1141088661469078,0.4,0.069,0.4,0.006,0.234,610,610,1285
jigsaw puzzle,28,"['shoji screen  room divider', 'cardboard box  carton', 'redbone coonhound', 'scarf', 'balloon']","[0.1199999999999999, 0.0999999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999]",0.347767062246995,0.1199999999999999,0.182,0.12,0.001,0.151,611,611,1300
rickshaw,15,"['restaurant', 'shoji screen  room divider', 'unicycle', 'stretcher', 'tricycle']","[0.06, 0.06, 0.06, 0.04, 0.04]",-0.4082482904638644,0.54,0.237,0.54,0.002,0.388,612,612,1300
joystick,34,"['weighing scale', 'block plane', 'projector', 'spindle', 'little blue heron']","[0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999, 0.0199999999999999]",1.3714193236627636e-15,0.2199999999999999,0.55,0.22,0.0,0.385,613,613,1300
kimono,14,"['shoji screen  room divider', 'pajamas', 'bridegroom', 'baby bib', 'cornet']","[0.2999999999999999, 0.06, 0.06, 0.04, 0.04]",1.4703209083081832,0.2999999999999999,0.319,0.3,0.001,0.31,614,614,1300
knee pad,26,"['pillow', 'poke bonnet', 't shirt', 'miniskirt', 'neck brace']","[0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",1.5000000000000016,0.2999999999999999,0.375,0.3,0.001,0.338,615,615,1300
knot,36,"['drumstick', 'scarf', 'bolo tie', 'mitten', 'mop']","[0.06, 0.06, 0.04, 0.04, 0.04]",0.4082482904638629,0.12,0.286,0.12,0.0,0.203,616,616,1300
lab coat,17,"['shoji screen  room divider', 'bridegroom', 'pajamas', 'red admiral butterfly', 't shirt']","[0.1, 0.08, 0.06, 0.04, 0.04]",0.3631734744194304,0.4000000000000001,0.339,0.4,0.001,0.37,617,617,1300
ladle,34,"['bell or wind chime', 'shoji screen  room divider', 'soup bowl', 't shirt', 'maraca']","[0.0999999999999999, 0.0999999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999]",0.2115471544831142,0.0599999999999999,0.158,0.06,0.0,0.109,618,618,1300
lampshade,22,"['table lamp', 'balloon', 'spotlight', 'vase', 'barometer']","[0.1399999999999999, 0.06, 0.04, 0.04, 0.02]",1.1701586322559543,0.36,0.269,0.36,0.001,0.314,619,619,1300
laptop computer,16,"['desktop computer', 'desk', 'hand held computer', 't shirt', 'crt monitor']","[0.24, 0.1399999999999999, 0.04, 0.04, 0.04]",0.8437500000000011,0.26,0.333,0.26,0.001,0.296,620,620,1300
lawn mower,22,"['stretcher', 'tow truck', 'barbell', 'miniskirt', 'tractor']","[0.18, 0.08, 0.04, 0.04, 0.04]",1.2332237528390575,0.26,0.382,0.26,0.001,0.321,621,621,1300
lens cap,29,"['reflex camera', 'binoculars', 'oxygen mask', 'projector', 't shirt']","[0.2, 0.06, 0.06, 0.06, 0.04]",1.4316972546376363,0.06,0.6,0.06,0.0,0.33,622,622,1300
letter opener,37,"['cardboard box  carton', 'scabbard', 'spatula', 'dust jacket', 'band aid']","[0.06, 0.06, 0.06, 0.06, 0.04]",-1.4999999999999991,0.0,0.0,0.0,0.0,0.0,623,623,986
library,23,"['bookstore', 'shoji screen  room divider', 'cardboard box  carton', 'palace', 'restaurant']","[0.1599999999999999, 0.0999999999999999, 0.0599999999999999, 0.0599999999999999, 0.0599999999999999]",1.0269996056981558,0.1399999999999999,0.5,0.14,0.0,0.32,624,624,1300
lifeboat,7,"['sailboat', 'drilling rig', 'fireboat', 'garbage truck', 'paddle']","[0.1399999999999999, 0.02, 0.02, 0.02, 0.02]",1.4999999999999996,0.74,0.638,0.74,0.001,0.689,625,625,1300
lighter,30,"['candle', 'cardboard box  carton', 'product packet  packaging', 'trash can', 'pencil sharpener']","[0.0999999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999]",0.9128709291752763,0.0999999999999999,0.179,0.1,0.001,0.14,626,626,1300
limousine,24,"['convertible', 'minivan', 'moving van', 'minibus', 'recreational vehicle']","[0.1199999999999999, 0.0999999999999999, 0.0999999999999999, 0.0599999999999999, 0.0599999999999999]",-0.1111111111111114,0.1199999999999999,0.6,0.12,0.0,0.36,627,627,1300
ocean liner,9,"['dock', 'palace', 'sailboat', 'red admiral butterfly', 'airliner']","[0.12, 0.04, 0.04, 0.02, 0.02]",1.2864700617061366,0.68,0.829,0.68,0.001,0.754,628,628,1300
lipstick,30,"['redbone coonhound', 'cocktail shaker', 'lighter', 'lotion', 'perfume']","[0.04, 0.04, 0.04, 0.04, 0.04]",0.0,0.24,0.857,0.24,0.0,0.548,629,629,1300
slip on shoe,19,"['clogs', 'scarf', 'messenger bag', 'plunger', 'purse']","[0.0799999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",0.8437499999999997,0.42,0.636,0.42,0.001,0.528,630,630,1137
lotion,13,"['cardboard box  carton', 'product packet  packaging', 'hair spray', 'perfume', 'bra']","[0.16, 0.1399999999999999, 0.06, 0.06, 0.02]",0.2081456157170367,0.4000000000000001,0.238,0.4,0.002,0.319,631,631,1272
music speaker,25,"['drum', 'modem', 'cardboard box  carton', 'movie theater', 'cornet']","[0.0799999999999999, 0.0399999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",1.150049335661531,0.42,0.429,0.42,0.001,0.424,632,632,1300
loupe magnifying glass,36,"['redbone coonhound', 'messenger bag', 'hockey puck', 'dust jacket', 'military hat bearskin or shako']","[0.0599999999999999, 0.0599999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999]",-1.4999999999999991,0.0199999999999999,0.031,0.02,0.001,0.026,633,633,1300
sawmill,24,"['crate', 'shoji screen  room divider', 'bell tower', 'dining table', 'arabian camel']","[0.1399999999999999, 0.1, 0.04, 0.04, 0.02]",0.5557336935004367,0.2799999999999999,0.101,0.28,0.003,0.19,634,634,1300
magnetic compass,25,"['barometer', 'weighing scale', 'stopwatch', 'digital watch', 'odometer']","[0.12, 0.08, 0.08, 0.06, 0.04]",0.3700366501636191,0.22,0.733,0.22,0.0,0.476,635,635,1155
messenger bag,21,"['purse', 'backpack', 'baby bib', 'apron', 'bulletproof vest']","[0.22, 0.2, 0.12, 0.04, 0.04]",0.0622059133878948,0.06,0.028,0.06,0.002,0.044,636,636,1300
mailbox,22,"['trash can', 'cardboard box  carton', 'mortar and pestle', 'birdhouse', 'traffic or street sign']","[0.16, 0.08, 0.06, 0.04, 0.04]",1.1210847078122883,0.2799999999999999,0.341,0.28,0.001,0.31,637,637,1300
tights,13,"['redbone coonhound', 'bikini', 'one piece bathing suit', 'miniskirt', 'pajamas']","[0.2399999999999999, 0.2399999999999999, 0.2199999999999999, 0.0599999999999999, 0.0399999999999999]",-0.40373619781975,0.0399999999999999,0.029,0.04,0.001,0.034,638,638,1300
one piece bathing suit,14,"['redbone coonhound', 'bikini', 'miniskirt', 'shoji screen  room divider', 'apron']","[0.2599999999999999, 0.18, 0.0599999999999999, 0.0399999999999999, 0.0199999999999999]",0.5700564591942668,0.2599999999999999,0.073,0.26,0.004,0.166,639,639,1300
manhole cover,21,"['breastplate', 'shield', 'chiton', 'fire screen', 'prayer rug']","[0.0799999999999999, 0.0799999999999999, 0.0599999999999999, 0.0599999999999999, 0.0599999999999999]",0.4082482904638611,0.3399999999999999,0.944,0.34,0.0,0.642,640,640,1300
maraca,33,"['shoji screen  room divider', 'ocarina', 'plunger', 'snail', 'redbone coonhound']","[0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0199999999999999, 0.0199999999999999]",0.3436215967445454,0.2599999999999999,0.183,0.26,0.001,0.222,641,641,1300
marimba,28,"['shoji screen  room divider', 'red admiral butterfly', 'block plane', 'restaurant', 'dining table']","[0.2399999999999999, 0.0799999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999]",1.3889087438578838,0.0399999999999999,0.182,0.04,0.0,0.111,642,642,1300
mask,28,"['velvet fabric', 't shirt', 'redbone coonhound', 'balaclava ski mask', 'red admiral butterfly']","[0.1199999999999999, 0.0799999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999]",0.7500308204401287,0.0599999999999999,0.167,0.06,0.0,0.114,643,643,1300
matchstick,27,"['torch', 'candle', 'lighter', 'crate', 'balance beam']","[0.12, 0.08, 0.08, 0.06, 0.04]",0.3700366501636191,0.16,0.235,0.16,0.001,0.198,644,644,1300
maypole,7,"['kite bird of prey', 'crane bird', 'carousel', 'flagpole', 'kimono']","[0.02, 0.02, 0.02, 0.02, 0.02]",0.0,0.8600000000000001,0.162,0.86,0.005,0.511,645,645,1300
maze,33,"['valley', 'shoji screen  room divider', 'park bench', 'basketball', 'breakwater']","[0.1399999999999999, 0.08, 0.06, 0.04, 0.04]",0.9704949588309444,0.02,1.0,0.02,0.0,0.51,646,646,1300
measuring cup,24,"['beaker', 'cocktail shaker', 'product packet  packaging', 'dining table', 'lotion']","[0.1399999999999999, 0.12, 0.08, 0.06, 0.06]",0.3804646084815724,0.1399999999999999,0.226,0.14,0.001,0.183,647,647,1300
medicine cabinet,25,"['cardboard box  carton', 'bathtub', 'chiffonier', 'shoji screen  room divider', 'storage chest']","[0.12, 0.08, 0.06, 0.06, 0.04]",0.7500308204401281,0.12,0.143,0.12,0.001,0.132,648,648,1300
megalith,16,"['cliff dwelling', 'castle', 'monastery', 'shoji screen  room divider', 'promontory']","[0.1, 0.04, 0.04, 0.04, 0.04]",1.4999999999999996,0.52,0.65,0.52,0.001,0.585,649,649,1300
microphone,31,"['shoji screen  room divider', 'velvet fabric', 'redbone coonhound', 'red admiral butterfly', 'military hat bearskin or shako']","[0.1, 0.06, 0.04, 0.04, 0.04]",1.1500493356615311,0.16,0.8,0.16,0.0,0.48,650,650,1300
microwave oven,28,"['cardboard box  carton', 'crt monitor', 'bathtub', 'desk', 'dining table']","[0.1399999999999999, 0.12, 0.06, 0.06, 0.06]",0.5071295169770309,0.0,0.0,0.0,0.0,0.0,651,651,1300
military uniform,21,"['red admiral butterfly', 'shoji screen  room divider', 'one piece bathing suit', 'poke bonnet', 'cardboard box  carton']","[0.18, 0.1399999999999999, 0.1, 0.06, 0.04]",0.2056922717557254,0.1,0.294,0.1,0.0,0.197,652,652,1300
milk can,31,"['water jug', 'crate', 'trash can', 'bucket', 'rain barrel']","[0.1199999999999999, 0.0799999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999]",0.7301958930821604,0.1199999999999999,0.103,0.12,0.001,0.111,653,653,1097
minibus,11,"['moving van', 'ambulance', 'garbage truck', 'police van', 'recreational vehicle']","[0.06, 0.04, 0.04, 0.04, 0.04]",1.5000000000000022,0.66,0.324,0.66,0.002,0.492,654,654,1300
miniskirt,19,"['shoji screen  room divider', 'redbone coonhound', 'volleyball', 'apron', 'cradle']","[0.22, 0.08, 0.06, 0.04, 0.04]",1.3285921177013444,0.2,0.072,0.2,0.003,0.136,655,655,1300
minivan,18,"['minibus', 'convertible', 'station wagon', 'police van', 'ambulance']","[0.22, 0.08, 0.06, 0.06, 0.04]",1.3608927294433224,0.26,0.382,0.26,0.001,0.321,656,656,1300
missile,25,"['block plane', 'space shuttle', 'missile.1', 'military aircraft', 'airliner']","[0.1399999999999999, 0.0999999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999]",0.6288941186718158,0.1399999999999999,0.175,0.14,0.001,0.158,657,657,1300
missile,25,"['block plane', 'space shuttle', 'missile.1', 'military aircraft', 'airliner']","[0.1399999999999999, 0.0999999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999]",0.6288941186718158,0.08,0.098,0.08,0.001,0.089,657,657,1300
missile,25,"['block plane', 'space shuttle', 'missile.1', 'military aircraft', 'airliner']","[0.1399999999999999, 0.0999999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999]",0.6288941186718158,0.1399999999999999,0.175,0.14,0.001,0.158,744,744,1300
missile,25,"['block plane', 'space shuttle', 'missile.1', 'military aircraft', 'airliner']","[0.1399999999999999, 0.0999999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999]",0.6288941186718158,0.08,0.098,0.08,0.001,0.089,744,744,1300
mitten,22,"['dishcloth', 'handkerchief', 'pajamas', 'christmas stocking', 'product packet  packaging']","[0.1199999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999]",1.1642636431747202,0.2799999999999999,0.054,0.28,0.005,0.167,658,658,1300
mixing bowl,24,"['hot tub', 'bathtub', 'baby bib', 'measuring cup', 'plate rack']","[0.18, 0.0799999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999]",1.218120864639941,0.1599999999999999,0.11,0.16,0.001,0.135,659,659,1300
mobile home,22,"['boathouse', 'maypole', 'moving van', 'bell tower', 'crate']","[0.1599999999999999, 0.0799999999999999, 0.0799999999999999, 0.0599999999999999, 0.0399999999999999]",1.001323728445919,0.1999999999999999,0.385,0.2,0.001,0.292,660,660,1300
ford model t,16,"['half track', 'rickshaw', 'tow truck', 'amphibious vehicle', 'station wagon']","[0.18, 0.1, 0.08, 0.04, 0.04]",0.8163607336646126,0.2799999999999999,0.824,0.28,0.0,0.552,661,661,1300
modem,32,"['messenger bag', 'dust jacket', 'cardboard box  carton', 'desk', 'hand held computer']","[0.0599999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",0.4082482904638625,0.1399999999999999,0.058,0.14,0.002,0.099,662,662,1149
monastery,10,"['palace', 'castle', 'church', 'throne', 'altar']","[0.4599999999999999, 0.06, 0.04, 0.04, 0.02]",1.478903086214314,0.2799999999999999,0.071,0.28,0.004,0.176,663,663,1155
monitor,17,"['desk', 'desktop computer', 'cardboard box  carton', 'projector', 'crt monitor']","[0.2399999999999999, 0.1199999999999999, 0.0999999999999999, 0.0999999999999999, 0.0999999999999999]",1.4286267334338285,0.0399999999999999,0.025,0.04,0.002,0.032,664,664,1300
moped,19,"['mountain bike', 'rickshaw', 'tricycle', 'tandem bicycle', 'maypole']","[0.22, 0.12, 0.1, 0.06, 0.06]",0.9620295363245652,0.08,0.143,0.08,0.001,0.111,665,665,1300
mortar and pestle,38,"['spindle', 'rock beauty fish', 'cardboard box  carton', 'cradle', 'measuring cup']","[0.06, 0.04, 0.04, 0.04, 0.04]",1.5000000000000022,0.04,0.029,0.04,0.001,0.034,666,666,1300
graduation cap,19,"['shoji screen  room divider', 'velvet fabric', 't shirt', 'messenger bag', 'brussels griffon']","[0.18, 0.06, 0.04, 0.04, 0.02]",1.3210869678752717,0.38,0.25,0.38,0.002,0.315,667,667,1300
mosque,10,"['monastery', 'palace', 'dome', 'altar', 'church']","[0.16, 0.12, 0.1, 0.06, 0.06]",0.3513641844631528,0.38,0.463,0.38,0.001,0.422,668,668,1300
mosquito net,15,"['plastic bag', 'overskirt', 'altar', 'baby bib', 'quilt']","[0.08, 0.06, 0.04, 0.04, 0.04]",0.8437499999999998,0.54,0.614,0.54,0.001,0.577,669,669,1300
vespa,23,"['moped', 'chainsaw', 'go kart', 'shoji screen  room divider', 'appenzeller sennenhund']","[0.3199999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999, 0.0199999999999999]",1.4823920963083292,0.18,0.529,0.18,0.0,0.355,670,670,1300
mountain bike,19,"['mountain', 'unicycle', 'tandem bicycle', 'maypole', 'volleyball']","[0.1399999999999999, 0.12, 0.06, 0.04, 0.04]",0.3900528774186509,0.32,0.219,0.32,0.001,0.27,671,671,1300
tent,13,"['mosquito net', 'ski', 'electric ray', 'parachute', 'shoji screen  room divider']","[0.04, 0.04, 0.02, 0.02, 0.02]",0.4082482904638644,0.7,0.556,0.7,0.001,0.628,672,672,1300
computer mouse,34,"['desktop computer', 'desk', 'projector', 'laptop computer', 'pajamas']","[0.1199999999999999, 0.0799999999999999, 0.0799999999999999, 0.0599999999999999, 0.0399999999999999]",0.3700366501636196,0.0,0.0,0.0,0.0,0.0,673,673,1300
mousetrap,21,"['cardboard box  carton', 'product packet  packaging', 'newt', 'tray', 'storage chest']","[0.18, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0199999999999999]",1.3210869678752712,0.3399999999999999,0.212,0.34,0.002,0.276,674,674,1300
moving van,14,"['garbage truck', 'minibus', 'police van', 'tow truck', 'semi trailer truck']","[0.16, 0.04, 0.04, 0.04, 0.04]",1.5000000000000002,0.5000000000000001,0.325,0.5,0.002,0.412,675,675,1159
muzzle,26,"['spotlight', 'brussels griffon', 'redbone coonhound', 'military hat bearskin or shako', 'appenzeller sennenhund']","[0.18, 0.1399999999999999, 0.06, 0.06, 0.04]",0.5120402716466275,0.06,0.042,0.06,0.001,0.051,676,676,1133
metal nail,37,"['matchstick', 'balance beam', 'crutch', 'corkscrew', 'drumstick']","[0.1, 0.06, 0.06, 0.04, 0.04]",0.9128709291752772,0.02,0.034,0.02,0.001,0.027,677,677,1300
neck brace,22,"['shoji screen  room divider', 'redbone coonhound', 'poke bonnet', 'red admiral butterfly', 'cornet']","[0.1399999999999999, 0.12, 0.1, 0.08, 0.06]",-2.635348059924555e-15,0.02,0.024,0.02,0.001,0.022,678,678,1180
necklace,15,"['bolo tie', 'baby bib', 'hair clip', 'shoji screen  room divider', 'red admiral butterfly']","[0.06, 0.04, 0.04, 0.04, 0.02]",3.4285483091569353e-16,0.5999999999999999,0.3,0.6,0.002,0.45,679,679,1300
baby pacifier,34,"['medicine cabinet', 'cocktail shaker', 'pill bottle', 'pajamas', 'redbone coonhound']","[0.1, 0.08, 0.08, 0.06, 0.04]",-0.2715454178836394,0.0,0.0,0.0,0.001,0.0,680,680,1300
notebook computer,20,"['desk', 'desktop computer', 'laptop computer', 'modem', 'cardboard box  carton']","[0.2, 0.1399999999999999, 0.1399999999999999, 0.06, 0.04]",0.0057497881712369,0.08,0.222,0.08,0.0,0.151,681,681,1300
obelisk,20,"['palace', 'castle', 'triumphal arch, arch of orange, arch of titus', 'construction crane', 'prison']","[0.1399999999999999, 0.08, 0.06, 0.04, 0.04]",0.9704949588309444,0.34,0.63,0.34,0.001,0.485,682,682,1300
oboe,28,"['shoji screen  room divider', 'redbone coonhound', 'red admiral butterfly', 'flute', 't shirt']","[0.1, 0.06, 0.06, 0.06, 0.06]",1.4999999999999982,0.1,0.122,0.1,0.001,0.111,683,683,1300
ocarina,28,"['electric ray', 'piggy bank', 't shirt', 'jigsaw puzzle', 'stingray']","[0.06, 0.06, 0.04, 0.04, 0.02]",-0.3436215967445465,0.32,0.188,0.32,0.002,0.254,684,684,1300
odometer,8,"['weighing scale', 'stopwatch', 'barometer', 'baby bib', 'digital clock']","[0.06, 0.04, 0.02, 0.02, 0.02]",0.8437499999999996,0.7800000000000001,0.867,0.78,0.001,0.824,685,685,1300
oil filter,31,"['disc brake', 'power drill', 'bassinet', 'product packet  packaging', 'pill bottle']","[0.08, 0.06, 0.04, 0.04, 0.04]",0.8437499999999998,0.18,0.243,0.18,0.001,0.212,686,686,1120
pipe organ,17,"['palace', 'church', 'altar', 'monastery', 'baluster  handrail']","[0.26, 0.1, 0.08, 0.04, 0.02]",1.0999438818457403,0.26,0.684,0.26,0.0,0.472,687,687,1300
oscilloscope,11,"['crt monitor', 'modem', 'scoreboard', 'apron', 'bulletproof vest']","[0.1, 0.04, 0.04, 0.02, 0.02]",1.1642636431747195,0.66,0.541,0.66,0.001,0.6,688,688,1300
overskirt,23,"['gown', 'shoji screen  room divider', 'pajamas', 'shower cap', 'redbone coonhound']","[0.2199999999999999, 0.1199999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999]",0.980490998003075,0.0999999999999999,0.091,0.1,0.001,0.096,689,689,1005
bullock cart,19,"['horse drawn vehicle', 'rickshaw', 'sawmill', 'patio', 'shipwreck']","[0.1, 0.08, 0.04, 0.04, 0.04]",0.5929270612815714,0.42,0.193,0.42,0.002,0.306,690,690,1300
oxygen mask,31,"['balaclava ski mask', 'redbone coonhound', 'cardboard box  carton', 'crash helmet', 'gas mask or respirator']","[0.0799999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",1.5000000000000009,0.1999999999999999,0.086,0.2,0.002,0.143,691,691,1300
product packet  packaging,12,"['cardboard box  carton', 'baby bib', 'plastic bag', 'hatchet', 'mousetrap']","[0.1, 0.04, 0.04, 0.02, 0.02]",1.1642636431747195,0.64,0.065,0.64,0.01,0.353,692,692,1300
paddle,25,"['amphibious vehicle', 'lifeboat', 'snowmobile', 'gondola', 'mountain bike']","[0.1399999999999999, 0.0799999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999]",0.9704949588309456,0.18,0.164,0.18,0.001,0.172,693,693,1300
